id,fw,iw,white,female,quintile,pquintile
517004,42,65.462997,1,1,4,5
517005,42,70.055,1,1,4,5
517006,42,68.508003,1,1,3,5
517008,42,76.606003,1,0,1,5
536005,23,39.019001,1,1,2,2
546003,34,46.669998,1,0,1,2
548007,34,55.016998,1,0,4,4
548008,34,54.745998,1,0,5,4
548009,34,62.551998,1,0,3,4
556004,23,38.851002,1,1,3,2
563003,32,53.349998,1,1,3,1
563005,32,52.696999,1,1,2,1
563006,32,52.861,1,0,3,1
563007,32,50.265999,1,1,1,1
565004,17,54.903,1,1,5,2
577004,17,63.681,1,1,2,3
586003,16,59.647999,1,1,1,1
586004,16,51.257999,1,1,1,1
593003,34,59.207001,1,0,4,4
593004,34,53.165001,1,1,5,4
605003,30,50.876999,1,1,5,5
607005,36,56.353001,1,1,2,5
607007,36,57.476002,1,1,1,5
608003,34,65.558998,1,1,5,5
613003,32,45.554001,1,0,5,5
618004,42,68.163002,1,1,4,4
620004,42,68.454002,1,1,5,4
620005,42,68.885002,1,1,4,4
620006,42,68.608002,1,1,4,4
625003,16,53.686001,1,0,5,3
625004,16,51.814999,1,0,2,3
625005,16,58.417999,1,1,1,3
626003,17.5,61.174999,1,1,4,3
626004,17.5,45.116001,1,1,2,3
626005,17.5,53.695999,1,1,1,3
626006,17.5,59.042,1,1,1,3
626007,17.5,58.327999,1,1,2,3
632003,33,45.924,1,0,1,4
634005,35,51.988998,1,0,2,1
634006,35,52.728001,1,1,3,1
634007,35,54.027,1,1,3,1
634008,35,52.139999,1,1,2,1
636003,34,53.749001,1,0,3,3
639005,18,57.112,1,0,1,1
639006,18,61.022999,1,0,2,1
649003,35,54.313,1,1,3,3
652003,31,50.368999,1,1,5,3
652006,31,53.562,1,0,4,3
655003,34,56.527,1,0,5,5
655004,34,63.347,1,0,5,5
656003,34,53.417,1,1,4,5
656004,34,56.089001,1,1,4,5
656005,34,54.075001,1,1,3,5
657003,42,80.332001,1,1,4,1
657004,42,68.977997,1,0,4,1
657005,42,75.121002,1,0,2,1
660004,42,64.839996,1,0,5,4
672003,26,43.352001,1,1,1,4
674003,31,54.154999,1,0,2,4
677004,9,15.172,1,1,1,2
677005,9,15.692,1,0,3,2
682004,27,44.627998,1,0,1,1
691003,34,63.702,1,0,4,5
691004,34,54.271,1,0,5,5
691005,34,62.827999,1,0,4,5
691006,34,63.929001,1,0,4,5
692004,22,36.931999,1,0,5,3
692005,22,34.490002,1,1,4,3
692007,22,34.983002,1,1,4,3
698004,35,48.290001,1,0,5,4
698007,35,54.93,1,1,4,4
699004,35,54.889,1,1,2,1
700003,26.5,51.041,1,0,1,4
700004,26.5,55.976002,1,0,5,4
703002,34,53.587002,1,1,4,1
704003,34,54.981998,1,1,4,5
707003,35,71.213997,1,0,2,3
709004,30,47.201,1,0,2,2
709005,30,61.747002,1,1,2,2
709006,30,53.018002,1,1,4,2
709007,30,50.039001,1,1,3,2
711003,38,62.289001,1,1,1,4
711004,38,62.658001,1,0,3,4
712006,33,50.727001,1,1,4,4
713005,33,41.691002,1,0,2,3
713006,33,54.292999,1,0,4,3
717003,34,37.014,1,1,3,3
717004,34,57.486,1,0,3,3
717021,34,58.967999,1,1,4,3
722003,35,61.549,1,0,3,4
726003,36,68.282997,1,1,3,3
727003,44,79.273003,0,1,4,1
729003,33,58.389,1,0,1,1
729004,33,55.902,1,1,3,1
729005,33,51.821999,1,1,3,1
729006,33,55.140999,1,0,2,1
732004,6,13.416,0,1,1,1
733003,34,62.462002,1,0,3,3
733005,34,53.172001,1,1,3,3
734004,18,29.493999,1,0,5,5
734005,18,28.332001,1,1,5,5
749003,18,54.742001,1,0,2,1
750003,34,45.612,1,1,3,3
750004,34,55.104,1,0,4,3
750005,34,56.257,1,0,2,3
762003,46,85.545998,1,0,1,3
762004,46,69.709,1,1,4,3
769003,33,51.720001,1,1,3,4
769004,33,52.324001,1,1,2,4
771003,35,52.938999,1,1,1,2
771030,35,59.784,1,1,2,2
773003,32,51.916,1,1,1,3
775004,34,54.801998,1,1,3,5
776003,34,63.022999,1,0,3,5
777004,34,63.714001,1,1,5,3
783003,45,73.989998,1,1,5,5
783004,45,74.246002,1,0,5,5
796005,36,56.084999,1,1,2,2
796006,36,68.389999,1,0,2,2
798003,33,62.200001,1,1,4,3
798004,33,31.114,1,0,5,3
811003,40,65.742996,1,1,2,2
819004,34,56.001999,1,0,4,5
826003,34,63.917,1,0,2,2
826004,34,65.049004,1,0,2,2
832004,34,63.611,1,1,5,4
833003,33,46.972,1,0,1,1
833004,33,52.193001,1,0,1,1
833005,33,53.884998,1,0,2,1
833006,33,54.587002,1,0,2,1
834003,27.5,56.942001,1,1,2,2
835003,34,53.710999,1,0,5,2
835004,34,63.231998,1,0,5,2
835006,34,52.618,1,1,5,2
838003,33,57.201,1,1,3,3
840005,5,7.421,0,0,2,1
840009,5,7.7280002,0,1,1,1
840021,5,6.164,0,1,1,1
844003,42,66.286003,1,0,2,4
846003,4,11.434,0,1,2,1
846005,4,7.9590001,0,0,3,1
846006,4,7.5040002,0,1,2,1
846007,4,8.4639997,0,1,3,1
853003,24.5,51.085999,1,1,4,5
855003,34,60.493999,1,1,5,5
855004,34,58.955002,1,1,5,5
856003,34,53.005001,1,1,5,1
856004,34,52.519001,1,1,2,1
856005,34,56.782001,1,1,3,1
856008,34,56.990002,1,0,2,1
860002,32,52.674,1,1,3,1
863003,32,52.182999,1,0,3,4
863006,32,52.653999,1,1,4,4
863007,32,52.563,1,1,1,4
868004,29,53.069,1,0,5,3
868005,29,50.936001,1,0,2,3
868006,29,52.827,1,1,3,3
875004,27.5,57.773998,1,0,3,5
876003,31,56.570999,1,0,3,4
880003,16,54.360001,1,0,4,4
893003,36,63.069,1,0,5,2
898003,23.5,52.818001,1,0,3,4
898004,23.5,53.584999,1,0,3,4
898005,23.5,51.209,1,1,3,4
904003,34,52.202,1,1,5,3
904004,34,53.095001,1,1,4,3
905003,34,59.278,1,0,2,4
906003,34,53.629002,1,1,3,5
906004,34,53.964001,1,0,3,5
908003,30,50.798,1,1,2,3
908004,30,61.889999,1,0,3,3
908006,30,51.513,1,1,2,3
909003,33,54.393002,1,1,1,5
910004,33,49.272999,1,1,5,4
910006,33,54.960999,1,1,5,4
910007,33,55.534,1,0,3,4
913004,34,49.897999,1,0,5,4
913005,34,56.287998,1,0,4,4
915003,34,63.382,1,0,1,3
915004,34,54.393002,1,1,5,3
915005,34,54.358002,1,1,4,3
916004,31,53.578999,1,0,3,3
916005,31,55.696999,1,1,4,3
922003,38,54.563999,1,0,5,5
922004,38,61.549999,1,1,3,5
922005,38,60.057999,1,1,5,5
923004,38,61.526001,1,1,1,5
935003,16,51.800999,1,1,4,5
935004,16,51.967999,1,1,3,5
935005,16,48.388,1,1,5,5
952003,42,67.619003,1,1,5,5
958004,44,68.749001,1,0,5,4
961003,25,48.414001,1,1,1,1
961005,26,42.709,1,1,3,1
964003,17,58.717999,1,1,1,2
964004,17,41.603001,1,1,1,2
964005,17,56.672001,1,0,3,2
970003,30,53.124001,1,1,2,3
971004,30,62.972,1,0,4,5
980003,18.5,44.478001,1,1,2,3
982003,25,39.687,1,1,3,2
998003,34,55.931,1,0,5,5
999003,34,55.901001,1,0,4,4
999004,34,53.500999,1,1,5,4
999005,34,52.749001,1,1,1,4
1000003,34,64.805,1,1,5,5
1000004,34,64.013,1,1,5,5
1000005,34,54.465,1,0,5,5
1012003,42,75.346001,1,0,5,5
1013005,42,68.026001,1,0,3,4
1016005,48,82.058998,1,0,3,3
1028006,16,44.682999,1,1,3,1
1036003,32,49.924999,1,0,4,4
1037005,27,57.710999,1,1,2,5
1043007,33,58.494999,1,1,1,1
1047003,17,52.898998,1,1,1,5
1047004,17,53.324001,1,1,4,5
1048003,19,43.318001,1,1,2,1
1048004,19,43.318001,1,1,1,1
1048005,19,52.053001,1,0,2,1
1048006,19,96.300003,1,1,3,1
1051004,38,66.346001,1,0,2,1
1051005,38,54.688999,1,0,2,1
1055003,36,63.631001,1,0,3,4
1061004,34,52.721001,1,1,4,5
1061005,34,50.709,1,0,2,5
1066003,25,47.448002,1,1,1,1
1072003,30,54.660999,1,0,4,4
1077003,30,51.696999,1,1,4,4
1079006,35,61.443001,1,0,2,4
1080003,40,56.129002,1,1,4,2
1081003,34,60.289001,1,0,5,5
1081004,34,53.773998,1,1,4,5
1081006,34,54.203999,1,1,4,5
1083003,42,68.728996,1,1,3,5
1083004,42,67.778,1,1,3,5
1083005,42,60.174,1,0,5,5
1084003,26,41.816002,1,1,4,4
1084004,26,42.147999,1,1,2,4
1084005,26,42.455002,1,1,1,4
1084007,26,51.049999,1,0,1,4
1085002,34,61.721001,1,1,1,1
1089004,34,49.665001,1,0,4,2
1093003,38,62.660999,1,1,1,4
1094004,30,53.212002,1,0,2,5
1095030,20,56.833,1,1,3,3
1096003,25,23.299999,1,1,2,1
1096004,25,43.327,1,0,1,1
1096005,25,40.255001,1,1,1,1
1097002,23,42.574001,1,0,4,2
1097003,23,45.894001,1,1,3,2
1099005,23,40.784,1,1,1,1
1100003,32,49.820999,1,1,3,1
1100004,32,49.744999,1,1,2,1
1107003,19.5,44.516998,1,1,4,4
1107006,19.5,44.889999,1,0,3,4
1107007,19.5,45.325001,1,0,2,4
1121003,36,54.026001,1,0,3,2
1129006,5,6.789,0,0,3,1
1141003,33,56.27,1,1,2,2
1142003,34,53.922001,1,1,2,3
1151004,33,54.105999,1,0,5,5
1151005,33,60.203999,1,0,4,5
1152025,36,53.675999,1,0,1,1
1162003,18,63.881001,1,1,5,5
1163003,35,61.245998,1,0,4,3
1163004,35,63.459999,1,1,5,3
1163005,35,57.125,1,0,4,3
1163006,35,52.478001,1,0,4,3
1163007,35,60.872002,1,0,4,3
1163008,35,62.84,1,0,3,3
1164003,18,61.403,1,0,4,4
1164004,18,62.389,1,0,5,4
1166005,32,45.717999,1,0,3,2
1166009,32,62.395,1,0,2,2
1168006,25,40.333,0,1,2,1
1168008,25,38.215,0,1,2,1
1169003,32,54.192001,1,1,5,3
1169004,32,57.166,1,0,4,3
1178004,24,39.914001,1,1,4,2
1179004,31,44.858002,1,0,4,4
1185004,34,54.271999,1,1,4,5
1185005,34,56.948002,1,0,4,5
1191003,32,54.389,1,1,4,2
1192003,32,52.886002,1,1,2,2
1192004,32,50.862999,1,1,2,2
1192005,32,52.414001,1,1,3,2
1200003,46,80.945999,1,1,4,4
1200004,46,65.160004,1,1,5,4
1200006,46,70.887001,1,1,3,4
1210003,45,58.516998,1,1,4,3
1211003,22,37.569,1,0,5,4
1211004,22,36.66,1,0,3,4
1213003,33.5,71.691002,1,1,2,3
1213004,33.5,73.624001,1,1,1,3
1221004,31,56.971001,1,0,5,5
1221005,31,61.471001,1,0,5,5
1222003,17,37.256001,1,1,1,2
1222004,17,56.98,1,1,4,2
1222005,17,61.013,1,1,5,2
1222006,25,56.933998,1,0,3,3
1241030,38,63.869999,1,0,2,2
1242003,34,54.865002,1,0,5,3
1242004,34,58.047001,1,0,4,3
1242006,34,53.902,1,1,2,3
1249003,38,50.423,1,1,4,5
1254003,36,60.889,1,0,5,4
1258003,34,59.402,1,1,5,3
1258004,34,61.639999,1,0,2,3
1258005,34,57.738998,1,0,2,3
1260003,36,65.897003,1,1,2,1
1260004,36,58.645,1,0,4,1
1260007,36,61.419998,1,0,5,1
1261003,38,74.327003,1,1,1,4
1270002,32,55.153999,1,1,2,2
1275003,42,78.137001,1,1,4,4
1275004,42,66.742996,1,0,2,4
1275005,42,76.028999,1,0,4,4
1275006,42,71.755997,1,0,4,4
1282004,45,82.209,1,1,4,2
1284003,42,71.001999,1,0,5,4
1286003,42,59.221001,1,1,5,5
1286004,42,65.684998,1,1,5,5
1286005,42,49.111,1,0,4,5
1287003,31,53.117001,1,1,5,5
1292004,14,40.320999,1,1,2,3
1298003,30,56.039001,1,0,2,2
1298005,30,52.873001,1,1,2,2
1302003,34,59.388,1,0,5,4
1302004,34,51.665001,1,1,5,4
1302021,34,65.573997,1,1,5,4
1303002,35,50.328999,1,0,3,2
1303004,35,56.882,1,0,2,2
1306003,42,70.724998,1,0,3,5
1311004,38,89.689003,0,0,2,3
1312004,42,79.269997,0,0,2,1
1312005,42,44.633999,0,0,2,1
1314003,16,52.077,1,0,3,4
1315003,33,51.276001,1,1,3,4
1315004,33,51.576,1,1,2,4
1315005,33,51.66,1,1,1,4
1332003,25.5,69.015999,1,0,5,5
1332004,25.5,52.876999,1,1,1,5
1332005,25.5,65.473,1,0,1,5
1335005,31,53.262001,1,1,1,2
1335006,31,57.025002,1,0,4,2
1335007,31,54.041,1,0,5,2
1335008,31,54.886002,1,0,1,2
1335009,31,53.891998,1,0,2,2
1335010,31,54.792,1,0,4,2
1335011,31,61.783001,1,1,1,2
1338003,31,51.598999,1,1,2,4
1338004,31,54.487,1,0,4,4
1342003,34,60.979,1,0,4,3
1345005,33,57.231998,1,0,2,4
1345006,33,59.603001,1,1,3,4
1345007,33,51.366001,1,1,4,4
1351003,32,57.057999,1,0,3,2
1351004,32,57.408001,1,1,1,2
1353003,27,66.800003,1,1,4,5
1353004,27,56.265999,1,1,3,5
1355003,36,56.255001,1,1,5,5
1355004,36,54.849998,1,1,4,5
1355005,36,57.773998,1,1,5,5
1355006,36,62.612,1,0,3,5
1358004,27,43.423,1,1,3,1
1362003,38,54.818001,1,0,2,1
1363003,42,73.980003,1,0,5,5
1368003,4,7.717,0,0,1,2
1394003,26,55.584,1,1,1,1
1394021,29,46.167,1,0,1,1
1397003,34,56.214001,1,1,4,5
1397004,34,56.035999,1,0,4,5
1397005,34,59.564999,1,0,3,5
1398003,34,37.848999,1,0,4,3
1398004,34,55.469002,1,0,2,3
1398005,34,53.469002,1,1,1,3
1399003,34,48.109001,1,0,4,4
1399004,34,55.917,1,0,4,4
1399005,34,52.666,1,1,4,4
1399007,34,50.701,1,1,3,4
1399008,34,53.876999,1,1,3,4
1406003,34,61.317001,1,1,3,2
1406021,34,59.858002,1,0,4,2
1407003,37,57.709999,1,0,3,4
1407004,37,60.455002,1,0,3,4
1411004,44,86.831001,0,1,1,1
1411006,44,81.816002,1,1,2,1
1411007,44,81.855003,0,1,2,1
1411010,44,75.213997,0,1,2,1
1411011,44,93.643997,0,0,3,1
1411012,44,97.668999,0,0,3,1
1411013,44,98.247002,0,0,3,1
1414003,41,83.063004,0,1,2,1
1419004,30,53.561001,1,0,3,4
1419021,30,51.333,1,0,5,4
1419022,30,54.310001,1,0,4,4
1426002,47,83.681,0,1,1,1
1426004,47,86.786003,0,1,1,1
1428004,28.5,61.145,1,1,4,4
1431003,25,44.551998,1,0,4,3
1435003,25.5,65.247002,1,1,5,5
1435005,25.5,55.909,1,0,5,5
1438003,38,73.448997,0,1,3,5
1438021,38,86.084999,0,1,4,5
1445004,31,51.495998,1,0,4,3
1445007,31,54.666,1,0,3,3
1459003,35,63.266998,1,1,4,4
1460006,18,44.467999,1,1,3,4
1460008,18,41.576,1,1,4,4
1462003,45,75.517998,1,1,4,2
1462004,45,79.056,1,1,4,2
1475003,33,55.643002,1,1,2,3
1475004,33,62.106998,1,0,1,3
1485003,35,51.860001,1,1,4,2
1485004,35,52.332001,1,1,2,2
1494003,38,60.368,1,1,5,3
1498004,32,57.252998,1,0,3,2
1498005,32,53.716999,1,0,1,2
1510003,13,24.858,0,0,1,1
1510004,13,26.701,0,0,1,1
1510005,13,24.329,0,0,1,1
1516004,34,57.485001,1,0,1,4
1533003,31,57.446999,1,1,5,3
1533005,31,54.102001,1,0,5,3
1540005,34,54.693001,1,0,4,4
1541004,34,49.901001,1,0,1,4
1542003,34,58.745998,1,0,4,4
1542004,34,51.221001,1,1,4,4
1542005,34,55.220001,1,1,3,4
1542006,34,55.119999,1,1,3,4
1542007,34,53.234001,1,1,2,4
1547003,42,68.495003,1,1,4,4
1547005,42,66.813004,1,1,1,4
1549004,42,68.526001,1,0,5,4
1551003,37,59.32,1,1,1,1
1568003,16,63.75,1,0,4,5
1570005,6,21.485001,0,1,2,1
1571004,35,102.813,0,1,1,2
1571005,35,101.683,0,1,1,2
1572004,12,19.4,0,1,1,1
1572005,12,18.26,0,1,2,1
1572006,12,17.211,0,1,2,1
1581004,34,37.498001,1,0,4,4
1591003,34,56.242001,1,0,3,4
1591004,34,50.280998,1,0,4,4
1591005,34,55.541,1,0,5,4
1591006,34,55.931999,1,0,2,4
1591007,34,52.511002,1,1,4,4
1597004,42,66.593002,1,1,1,4
1599003,42,68.198997,1,0,5,4
1611003,30,51.773998,1,1,2,3
1611005,30,51.395,1,1,3,3
1612003,36,57.675999,1,0,4,2
1613004,38,60.672001,1,0,2,4
1613005,38,55.431999,1,1,3,4
1613006,38,64.308998,1,0,3,4
1613007,38,61.016998,1,1,3,4
1613008,38,64.086998,1,0,3,4
1621003,38,57.326,1,1,4,2
1624002,35,73.094002,1,0,1,2
1624003,35,57.997002,1,1,4,2
1624021,35,62.860001,1,0,2,2
1628005,33,54.710999,1,1,1,3
1630004,42,66.870003,1,1,5,5
1630005,42,71.644997,1,0,5,5
1634003,34,63.021,1,0,3,2
1644004,42,68.821999,1,1,2,5
1645003,42,72.778,1,0,5,5
1645004,42,63.841999,1,1,5,5
1648003,22,32.247002,1,0,1,1
1654005,31,53.112,1,1,5,4
1657003,31,42.997002,1,0,2,2
1659004,36,50.289001,1,0,5,5
1663003,38,61.546001,1,1,5,5
1663004,38,59.845001,1,1,4,5
1663005,38,62.438999,1,1,2,5
1663006,38,61.583,1,1,4,5
1663007,38,61.437,1,1,5,5
1663008,38,58.737,1,1,5,5
1663009,38,59.958,1,1,4,5
1668004,27,64.685997,1,0,1,2
1668021,27,43.729,1,0,2,2
1670004,2,3.825,0,1,1,1
1670006,2,2.4619999,0,1,1,1
1670007,2,3.9949999,0,1,2,1
1679004,20,53.117001,0,1,1,2
1682003,33,59.973,1,1,4,3
1682004,33,53.777,1,1,2,3
1682005,33,62.570999,1,0,4,3
1684003,33,42.743,1,0,3,3
1684004,33,54.221001,1,0,2,3
1684005,33,51.323002,1,1,4,3
1684006,33,57.23,1,1,1,3
1687003,35,57.026001,1,0,3,2
1689003,33,58.737999,1,1,3,2
1690003,35,54.706001,1,0,4,2
1692003,34,65.920998,1,0,1,3
1695004,33,36.685001,1,1,4,1
1695006,33,59.578999,1,1,3,1
1695007,33,61.777,1,1,1,1
1695009,33,58.937,1,0,1,1
1695010,33,54.338001,1,1,3,1
1695011,33,51.528999,1,1,2,1
1697003,33,62.327,1,0,1,2
1697004,33,58.110001,1,0,3,2
1697005,33,60.597,1,1,1,2
1697006,33,57.666,1,1,2,2
1698003,33,54.362,1,0,4,5
1698004,33,43.334,1,1,4,5
1700003,33,51.005001,1,1,1,2
1700004,33,51.506001,1,1,3,2
1700005,33,51.005001,1,1,1,2
1700006,33,52.354,1,1,4,2
1701003,24.5,61.445,1,1,1,5
1701005,24.5,56.605999,1,0,3,5
1711003,35,47.029999,1,1,1,3
1720003,35,66.736,1,1,2,4
1720004,35,61.638,1,0,3,4
1722004,6,15.393,0,1,2,1
1722005,6,13.972,0,0,1,1
1722022,6,6.7880001,0,0,2,1
1723003,30,40.201,1,0,2,1
1723005,30,49.68,1,1,1,1
1723006,30,47.654999,1,0,1,1
1740003,36,56.393002,1,0,3,2
1740004,36,60.248001,1,0,1,2
1740005,36,55.779999,1,1,2,2
1750003,29,56.192001,1,1,3,4
1751004,38,88.214996,1,1,2,2
1758005,34,56.431,1,0,4,3
1762003,32,71.838997,1,1,1,3
1762004,32,31.653,1,1,1,3
1762006,32,60.188999,1,1,1,3
1762007,32,51.397999,1,1,4,3
1763005,32,59.255001,1,0,5,3
1763006,32,54.155998,1,1,3,3
1767004,30,51.986,1,1,5,5
1775004,17,59.042,1,1,4,5
1775005,17,53.699001,1,1,4,5
1782003,17,54.775002,1,0,1,4
1784004,31,50.861,1,1,5,5
1784005,31,51.674999,1,1,5,5
1784021,31,58.43,1,0,5,5
1786021,31,56.629002,1,0,3,2
1787003,33,63.193001,1,0,3,2
1787005,33,66.742996,1,0,4,2
1795003,24,38.02,1,0,5,2
1795004,24,34.021999,1,1,3,2
1795005,24,40.082001,1,1,2,2
1798006,10,16.768999,1,1,2,2
1798008,10,17.098,1,0,1,2
1798009,10,17.400999,1,0,3,2
1799006,5,8.6370001,0,1,2,2
1802004,33,56.446999,1,0,2,1
1803003,41,76.564003,0,1,2,1
1805004,46,79.945999,1,0,3,2
1805005,46,66.944,1,0,5,2
1807003,34,66.095001,1,1,2,4
1807005,34,55.938999,1,0,4,4
1821006,30,55.907001,1,1,5,5
1824003,14,42.818001,1,0,2,4
1830003,38,60.814999,1,1,2,1
1831002,16,52.372002,1,0,4,1
1831003,16,49.639,1,0,3,1
1837004,35,56.868,1,1,5,3
1837005,35,59.314999,1,0,5,3
1837006,35,61.945,1,0,5,3
1841003,36,66.834,1,1,5,4
1841004,36,66.125,1,0,4,4
1841005,36,55.033001,1,1,4,4
1845003,36,66.056999,1,1,3,3
1850004,38,65.823997,1,0,1,3
1850005,38,65.401001,1,0,2,3
1859003,38,69.054001,1,0,5,5
1859004,38,64.764,1,0,5,5
1866003,34,66.302002,1,0,4,4
1867003,34,64.959999,1,1,5,5
1867005,34,51.57,1,0,4,5
1877002,23,68.234001,0,0,2,1
1887003,38,69.194,1,0,4,5
1887005,38,61.57,1,1,4,5
1892004,30,66.153,1,1,2,2
1892005,30,58.548,1,1,1,2
1893005,36,54.118999,1,1,1,3
1893006,36,59.507999,1,0,3,3
1894004,36,39.837002,1,0,5,3
1898004,26,39.817001,1,1,3,4
1901003,31,48.306,1,0,1,2
1901004,31,50.751999,1,0,4,2
1905003,31,54.452,1,0,5,5
1905004,31,60.220001,1,0,5,5
1905005,31,56.278999,1,0,5,5
1909003,32,62.358002,1,0,1,3
1909004,32,54.799,1,0,2,3
1911003,36,67.301003,1,0,3,5
1911004,36,54.164001,1,0,4,5
1914003,34,52.462002,1,1,4,3
1914004,34,56.282001,1,0,2,3
1916002,19,30.598,1,1,1,1
1917003,35,62.150002,1,0,2,4
1917004,35,67.287003,1,1,2,4
1917005,35,59.441002,1,1,5,4
1918003,28,58.157001,1,1,3,4
