id,fw,iw,white,female,quintile,pquintile
1918004,28,58.380001,1,1,2,4
1919003,38,55.799999,1,0,4,5
1919004,38,65.399002,1,0,4,5
1919007,38,65.495003,1,0,5,5
1919008,38,61.972,1,1,4,5
1919009,38,61.598999,1,1,4,5
1920003,38,62.208,1,1,5,3
1920005,38,60.723999,1,1,3,3
1926003,46,71.808998,1,1,4,3
1932003,34,54.715,1,1,2,4
1932005,34,54.741001,1,0,3,4
1935003,34,55.570999,1,0,3,5
1935004,34,45.443001,1,1,4,5
1935005,34,57.242001,1,0,4,5
1939003,34,56.93,1,0,3,4
1947004,42,70.202003,1,0,5,5
1954003,25,52.011002,0,0,1,1
1954004,25,50.049999,0,0,1,1
1955003,42,72.658997,1,0,4,4
1955004,42,62.672001,1,1,5,4
1955005,42,67.893997,1,1,3,4
1956003,42,66.641998,1,0,1,5
1956004,42,71.036003,1,1,3,5
1956005,42,71.750999,1,0,4,5
1959003,33,47.870998,1,0,4,4
1959004,33,60.143002,1,0,5,4
1959005,33,52.629002,1,1,5,4
1960003,25,62.844002,1,0,5,5
1960004,25,64.523003,1,1,4,5
1960005,25,39.831001,1,0,5,5
1960006,25,55.785999,1,0,5,5
1964003,20,32.865002,1,0,2,1
1968004,36,61.084999,1,0,3,5
1970003,25.5,56.18,1,0,2,3
1970004,25.5,58.921001,1,0,3,3
1970005,25.5,54.632,1,1,4,3
1971003,34,53.174999,1,1,4,3
1971004,34,55.287998,1,0,1,3
1975003,31,50.901001,1,0,5,4
1975004,31,51.251999,1,1,5,4
1975005,31,52.176998,1,0,5,4
1978003,33,55.506001,1,0,4,4
1979003,31,63.361,1,1,3,2
1981004,5,9.3100004,0,0,3,1
1994005,30,50.907001,0,1,1,2
1994007,30,57.195999,0,0,2,2
2004005,34,63.731998,1,1,1,3
2004021,34,41.500999,1,0,2,3
2012003,35,52.032001,1,1,1,2
2016003,16,51.027,1,1,3,5
2016004,16,50.465,1,1,1,5
2016005,16,48.876999,1,0,3,5
2016006,16,50.464001,1,1,2,5
2017003,37,58.762001,1,0,2,2
2017004,37,55.991001,1,0,1,2
2019004,27,61.799999,1,1,1,5
2019006,27,59.278,1,1,2,5
2030003,31,61.473,1,1,5,5
2030004,31,57.566002,1,1,3,5
2030005,31,54.687,1,0,4,5
2030006,31,50.814999,1,1,4,5
2030007,31,52.765999,1,0,5,5
2033003,36,69.695,1,0,2,3
2033021,36,71.480003,1,0,3,3
2034004,36,58.469002,1,1,4,2
2047005,33,54.756001,1,1,5,4
2050004,34,48.578999,1,0,5,4
2050006,34,50.192001,1,1,2,4
2053003,34,64.428001,1,0,4,3
2053004,34,52.931,1,1,3,3
2055003,32,58.748001,1,1,5,2
2055004,32,55.084,1,0,2,2
2056003,62,90.845001,0,1,3,1
2060003,30,48.098,1,1,2,2
2060004,30,46.476002,1,1,2,2
2061008,14,22.264999,0,0,2,3
2062004,34,126.007,1,1,1,4
2062005,34,54.030998,1,1,1,4
2067004,34.5,70.285004,1,0,2,2
2067005,34.5,73.896004,1,0,4,2
2067021,34.5,84.799004,1,0,3,2
2069003,18,59.219002,1,1,5,5
2073002,44,72.941002,0,1,1,1
2073003,44,75.567001,0,1,1,1
2075003,1,1.643,0,1,3,1
2083005,47,90.029999,0,0,3,2
2086004,30,52.823002,1,1,4,4
2088003,34,54.700001,1,0,5,5
2095003,17,65.772003,1,0,5,5
2095004,17,52.513,1,0,4,5
2101002,30,48.041,1,0,1,1
2101003,30,62.287998,1,0,1,1
2106003,38,68.676003,1,0,4,3
2108003,34,53.48,1,1,2,5
2108005,34,60.966,1,1,1,5
2109002,17,56.273998,1,1,2,3
2117003,29,46.609001,1,1,3,3
2117004,29,47.905998,1,0,3,3
2117005,29,50.363998,1,0,2,3
2117006,29,47.757,1,1,5,3
2119004,34,64.852997,1,1,3,3
2119006,34,49.601002,1,0,3,3
2119008,34,47.723,1,0,3,3
2124003,33,56.757,1,1,5,3
2125004,33,55.125,1,1,2,3
2125005,33,48.289001,1,1,1,3
2125006,33,56.237999,1,1,2,3
2127003,36,58.514,1,0,5,2
2127004,36,59.547001,1,1,3,2
2127005,36,51.627998,1,1,1,2
2129003,17,56.161999,1,1,4,3
2129004,17,55.191002,1,0,4,3
2129007,17,47.606998,1,1,2,3
2130003,33,61.337002,1,1,2,4
2137003,36,70,1,0,5,3
2137004,36,57.615002,1,0,3,3
2138003,36,63.080002,1,0,5,2
2138004,36,54.438,1,1,1,2
2150003,38,65.931,1,0,3,2
2151005,39,62.303001,1,1,4,1
2151006,39,71.487999,1,1,2,1
2151007,39,67.551003,1,0,4,1
2151021,39,66.392998,1,0,2,1
2164003,34,60.905998,1,1,3,3
2164004,34,57.070999,1,1,4,3
2166004,31,54.813999,1,0,5,4
2170003,45,69.362999,1,0,5,1
2170004,45,67.518997,1,0,5,1
2175003,45,64.898003,1,0,5,2
2175004,45,77.361,1,0,5,2
2176004,42,69.084999,1,0,5,1
2176005,42,74.000999,1,0,2,1
2177002,29,41.264999,1,0,4,2
2177003,29,43.912998,1,1,3,2
2177005,29,48.050999,1,1,2,2
2178003,42,71.692001,1,0,4,4
2187004,31,50.729,1,1,2,4
2188005,16,68.865997,1,1,5,5
2191007,4,5.3060002,0,1,2,2
2191008,4,6.5679998,0,1,2,2
2191009,4,7.5819998,0,1,3,2
2191010,4,7.0510001,0,1,2,2
2196004,34,42.872002,1,1,2,1
2197003,34,65.033997,1,1,2,4
2198003,34,66.444,1,1,3,5
2198004,34,57.111,1,0,4,5
2198005,34,53.647999,1,1,4,5
2199003,34,70.276001,1,1,3,3
2199004,34,61.198002,1,0,1,3
2201003,26.5,56.203999,1,0,1,2
2201004,26.5,52.728001,1,1,2,2
2205005,30,57.366001,1,1,2,4
2208003,34,62.426998,1,1,2,4
2212003,36,61.304001,1,0,2,3
2222003,16.5,52.297001,1,0,4,5
2224004,32,57.394001,1,1,5,4
2224005,32,54.691002,1,0,5,4
2224006,32,49.210999,1,1,5,4
2224007,32,52.390999,1,0,5,4
2228003,42,66.265999,1,1,5,5
2229003,42,75.658997,1,0,5,3
2237003,45,76.198997,1,0,4,4
2237004,45,76.086998,1,0,5,4
2238003,42,72.351997,1,0,1,4
2240003,34,53.924,1,1,2,3
2243004,40,62.027,1,1,4,3
2246005,17,61.564999,1,1,5,5
2248002,19,66.695,1,1,1,1
2251005,34,54.811001,1,1,4,4
2252003,30,57.668999,1,1,3,5
2253003,30,60.469002,1,1,4,4
2253004,30,50.304001,1,0,3,4
2260003,31,43.224998,1,0,2,3
2260004,31,54.358002,1,0,2,3
2260006,31,46.573002,1,1,2,3
2261003,31,58.741001,1,0,3,4
2261004,31,50.089001,1,0,5,4
2271003,31,51.775002,1,1,5,5
2271005,31,69.030998,1,1,4,5
2272003,2,3.6099999,0,1,1,1
2273003,34,45.110001,1,0,5,5
2273004,34,57.137001,1,0,5,5
2277005,16,55.182999,1,0,1,1
2277008,16,57.52,1,1,5,1
2278004,35,58.925999,1,1,3,4
2278005,35,56.931,1,1,3,4
2278021,35,60.977001,1,0,5,4
2280003,17,55.499001,1,0,5,2
2280004,17,57.224998,1,0,3,2
2280005,17,57.611,1,1,3,2
2281003,36,57.563999,1,1,5,1
2282003,31,52.494999,1,0,5,5
2282004,31,36.924999,1,1,1,5
2282005,31,55.332001,1,1,4,5
2282007,31,48.071999,1,1,2,5
2285004,17,51.333,1,0,5,5
2285006,17,61.490002,1,1,5,5
2288004,17,52.451,1,1,4,4
2289003,34,49.915001,1,1,3,5
2292004,30,45.763,1,0,2,1
2292005,30,40.134998,1,1,2,1
2297003,33,58.063999,1,1,5,3
2297004,33,48.297001,1,1,2,3
2299003,34,64.433998,1,0,3,3
2299004,34,62.220001,1,0,5,3
2299005,34,52.667,1,0,4,3
2300003,34,54.348,1,0,5,5
2302004,25,45.839001,1,0,1,1
2302007,25,49.250999,1,0,3,1
2302008,25,42.811001,1,1,2,1
2302009,25,47.466,1,0,1,1
2302010,25,52.514999,1,0,2,1
2304003,36,70.833,1,1,4,5
2304004,36,59.512001,1,1,5,5
2311003,38,61.439999,1,1,3,3
2311005,38,57.453999,1,0,1,3
2321003,23,28.264999,1,0,1,1
2321004,23,42.476002,1,0,1,1
2321005,23,47.485001,1,0,3,1
2323003,35,55.283001,1,0,4,1
2326003,34,61.581001,1,0,5,2
2326021,34,62.605999,1,1,5,2
2327004,38,80.443001,0,0,2,2
2330003,38,61.151001,1,0,2,2
2335003,34,54.966999,1,0,2,2
2338003,35,66.264,1,0,4,5
2341004,35,61.112,1,0,4,5
2341005,35,60.369999,1,0,5,5
2352003,34,55.737,1,0,3,3
2352004,34,56.216,1,0,3,3
2352005,34,54.676998,1,1,5,3
2353003,34,48.924,1,0,5,4
2353004,34,62.097,1,0,5,4
2353005,34,55.625999,1,0,5,4
2354003,34,60.844002,1,1,1,2
2354004,34,54.252998,1,1,2,2
2355002,34,57.117001,1,0,1,3
2366003,38,67.199997,1,1,1,2
2377003,33,92.823997,1,1,4,5
2377006,33,53.446999,1,0,5,5
2379005,30,55.944,1,0,5,1
2379006,30,53.275002,1,1,3,1
2380003,30,47.820999,1,1,3,5
2380004,30,52.202999,1,0,1,5
2392004,25,43.803001,1,1,1,2
2392005,25,46.113998,1,0,1,2
2392006,25,44.637001,1,0,1,2
2397003,38,59.09,1,0,5,4
2410003,33,56.126999,1,1,2,2
2410030,33,60.272999,1,1,2,2
2411030,35,43.098999,1,1,1,1
2416003,36,54.110001,1,0,3,2
2416004,36,62.265999,1,0,4,2
2416006,36,59.889999,1,1,1,2
2417003,39,65.067001,1,1,1,1
2418003,39,58.966999,1,1,1,1
2418005,39,65.871002,1,0,5,1
2418006,39,68.690002,1,0,1,1
2422003,36,68.172997,1,1,4,4
2422004,36,50.277,1,0,5,4
2422005,36,62.844002,1,0,4,4
2425003,42,66.799004,1,1,3,4
2427004,30,55.377998,1,0,4,2
2429006,30,56.626999,1,1,3,2
2434003,23,51.104,1,1,1,1
2435005,34,56.348,1,0,2,5
2436003,34,56.695,1,0,3,4
2436004,34,40.980999,1,0,3,4
2436005,34,55.581001,1,1,4,4
2436006,34,56.450001,1,0,1,4
2441003,14.5,31.523001,1,1,4,1
2443002,32,60.277,1,0,1,1
2443003,32,69.779999,1,1,1,1
2455005,62,71.375,1,0,5,5
2458003,48,83.656998,1,1,5,4
2458004,48,72.388,1,0,5,4
2461003,32,49.977001,1,1,1,2
2461004,32,43.034,1,1,3,2
2464003,33,54.603001,1,0,1,3
2468003,26,47.073002,1,0,2,1
2473004,4,9.6660004,0,0,4,3
2485003,34,52.314999,1,1,4,2
2485004,34,54.775002,1,0,1,2
2486003,34,60.075001,1,1,1,2
2486004,34,66.463997,1,1,3,2
2486005,34,52.969002,1,0,1,2
2492004,43,71.831001,1,1,1,1
2497004,34,64.571999,1,1,5,5
2500003,34,59.973,1,1,4,3
2501003,17,58.535,1,0,3,3
2501005,17,56.806,1,1,2,3
2502003,33,51.375,1,1,4,2
2502004,33,55.762001,1,0,1,2
2502005,33,53.441002,1,0,1,2
2509002,38,65.853996,1,0,4,1
2509003,38,60.806,1,1,5,1
2509004,38,62.820999,1,0,5,1
2509005,38,64.873001,1,0,4,1
2509006,38,68.711998,1,1,3,1
2510003,38,64.695999,1,0,3,4
2510005,38,64.760002,1,0,2,4
2515003,21,50.790001,1,0,3,2
2515005,21,47.902,1,1,3,2
2515006,21,51.723999,1,1,2,2
2516003,30,52.362999,1,0,1,2
2525004,25.5,55.273998,1,0,1,3
2526003,34,57.245998,1,1,3,4
2526004,34,54.141998,1,1,3,4
2529003,31,54.085999,1,0,4,4
2530003,16,50.484001,1,1,1,2
2530004,16,68.561996,1,1,2,2
2530006,16,46.220001,1,0,3,2
2532003,32,51.534,1,1,4,3
2541003,21,78.528,1,1,3,3
2547003,20,62.651001,1,1,5,5
2547004,20,65.974998,1,0,4,5
2557006,65,114.918,0,1,3,3
2568004,42,70.552002,1,0,4,4
2576003,38,60.688999,1,1,4,3
2577003,36,64.487,1,0,4,3
2586005,36,61.155998,1,0,4,5
2586006,36,63.099998,1,0,5,5
2591003,38,68.608002,1,0,4,3
2591004,38,67.958,1,0,3,3
2591005,38,64.224998,1,1,1,3
2591006,38,65.705002,1,0,2,3
2601003,32,50.223999,1,0,3,5
2601004,32,50.363998,1,1,2,5
2601005,32,53.098,1,1,5,5
2607003,32,48.414001,1,1,5,4
2610003,37,56.551998,1,1,5,3
2610004,37,60.862999,1,0,4,3
2611004,37,54.660999,1,1,2,5
2611005,37,58.77,1,1,3,5
2618003,37,58.713001,1,1,4,5
2618004,37,58.063999,1,1,5,5
2621002,18,67.511002,1,1,5,3
2621003,18,53.609001,1,0,4,3
2628003,42,68.447998,1,1,4,5
2628004,42,70.054001,1,0,5,5
2628005,42,67.943001,1,1,5,5
2632004,42,78.925003,1,1,3,2
2632005,42,67.206001,1,1,5,2
2632006,42,68.888,1,1,1,2
2635004,27,62.731998,1,1,4,5
2639003,30,44.071999,1,1,3,2
2640003,32,61.546001,1,0,1,1
2640004,32,57.959999,1,1,1,1
2644004,34,85.147003,0,1,2,1
2645003,24,37.991001,1,0,2,4
2646004,34,86.209999,0,0,1,3
2646005,34,61.375,1,1,2,3
2646006,34,75.024002,0,1,1,3
2653003,45,71.450996,1,1,2,2
2656005,42,81.759003,1,0,5,3
2657005,23,38.486,1,0,3,2
2672005,42,89.369003,1,1,4,5
2672006,42,75.099998,1,1,2,5
2672007,42,68.653999,1,0,1,5
2673003,42,64.225998,1,1,4,3
2678006,33,44.179001,1,1,5,5
2678007,33,52.125999,1,1,4,5
2680003,31,51.284,1,1,3,2
2680005,31,60.811001,1,0,2,2
2680006,31,58.501999,1,0,1,2
2682003,31,56.271999,1,1,3,3
2688004,3,6.2210002,0,0,2,2
2690021,34,59.702999,1,0,5,5
2697003,47,73.803001,1,0,3,3
2704002,16,35.983002,1,1,1,4
2704003,16,44.244999,1,1,3,4
2704004,16,56.591999,1,0,3,4
2712003,33,54.881001,1,0,5,4
2714003,30,52.943001,1,1,1,2
2715003,12,47.602001,1,0,2,4
2715004,12,40.557999,1,1,2,4
2717003,36,43.995998,1,0,2,3
2717004,36,60.703999,1,0,3,3
2717005,36,58.323002,1,1,4,3
2717006,36,58.666,1,1,3,3
2717007,36,56.321999,1,1,2,3
2727022,37,63.497002,1,0,1,1
2730003,44,64.617996,1,0,3,1
2731002,52,100.264,0,0,1,3
2731003,52,84.947998,0,1,2,3
2731004,52,86.501999,0,1,3,3
2731005,52,85.421997,0,1,3,3
2738003,45,71.519997,1,1,5,3
2743002,47,83.350998,1,1,2,1
2752003,34,59.647999,1,0,5,1
2752004,34,53.120998,1,0,3,1
2752005,34,56.405998,1,0,5,1
2756003,30,36.831001,1,1,5,5
2761003,12,32.453999,1,0,4,5
2763004,33,79.685997,0,0,2,1
2773003,36,63.891998,1,0,5,5
2775004,35,37.213001,1,0,1,1
2775005,35,34.827,1,1,2,1
2776002,38,65.569,1,0,3,3
2776003,38,67.862,1,0,1,3
2779003,34,67.328003,1,0,3,5
2782003,34,60.948002,1,1,2,4
2782004,34,37.359001,1,0,5,4
2786009,46,49.938,1,0,2,1
2794003,42,73.200996,1,0,5,5
2794004,42,73.834999,1,0,4,5
2799004,34,57.547001,1,1,3,2
2799005,34,57.346001,1,0,5,2
2801003,33,52.584999,1,0,3,2
2801004,33,50.137001,1,0,5,2
2801005,33,48.625999,1,0,5,2
2801008,33,39.804001,1,1,2,2
2802003,36,56.388,1,0,5,4
2806004,33,58.463001,1,0,1,2
2807003,31,60.646999,1,0,4,5
2807004,31,61.129002,1,0,5,5
2816003,34,48.563,1,0,4,4
2816004,34,54.598999,1,1,4,4
2819003,43,79.714996,1,1,1,4
2831004,9,15.079,1,1,3,1
2835004,34,53.681999,1,1,4,5
2845003,37,57.757,1,1,1,1
2845005,37,54.898998,1,0,2,1
2846006,15,26.476,1,1,1,2
2848003,1,1.933,0,1,2,1
2848004,1,1.649,0,0,1,1
2848006,1,1.303,0,1,1,1
2848007,1,1.7589999,0,0,1,1
2848008,1,1.753,0,0,1,1
2848009,1,1.789,0,0,1,1
2848010,1,1.52,0,1,1,1
2849003,32,50.841,1,1,4,2
2850003,34,53.889,1,1,5,2
2851003,34,55.887001,1,0,1,5
2851004,34,53.909,1,1,5,5
2851005,34,53.361,1,1,3,5
2852003,34,48.611,1,0,2,2
2852004,34,53.293999,1,1,2,2
2852005,34,55.230999,1,0,1,2
2880003,28.5,63.313999,1,0,1,3
2880004,28.5,58.860001,1,1,4,3
2880005,28.5,45.151001,1,1,3,3
2881004,4,5.6300001,0,1,2,1
2882003,34,52.458,1,1,3,5
2882004,34,55.479,1,0,4,5
2884005,76,145.57899,0,0,3,1
2888003,42,48.206001,1,0,1,4
2890005,20,76.626999,0,1,3,2
2893002,32,56.737,1,1,5,5
2893003,32,50.451,1,1,5,5
2897003,33,56.717999,1,1,3,4
2897004,33,52.416,1,1,5,4
2897005,33,67.323997,1,0,4,4
2897006,33,64.559998,1,0,3,4
2898003,30,59.459999,1,0,3,2
2902003,33,50.875999,1,1,2,2
2902004,33,53.771999,1,0,4,2
2907006,20,43.619999,0,0,2,1
2907007,20,41.359001,0,1,1,1
2907008,20,37.741001,0,1,1,1
2907009,20,30.987,0,1,1,1
2910002,31,89.690002,0,1,2,1
2924003,42,68.245003,1,1,4,4
5010003,4,9.2410002,0,0,1,1
5010005,4,7.5960002,0,1,2,1
5012006,2,7.618,0,1,1,1
5012007,2,7.4239998,0,0,1,1
5012183,2,,0,1,2,1
5014005,2,5.724,0,0,2,2
5014006,2,5.4499998,0,0,2,2
5015003,3,4.7379999,0,1,1,1
5018003,2,4.9159999,0,1,2,1
5018004,2,4.678,0,1,3,1
5026005,2,4.848,0,0,1,1
5026030,2,5.6259999,0,1,1,1
5031003,1,1.364,0,1,1,1
5031005,1,1.427,0,1,1,1
5031006,1,1.378,0,1,1,1
5031007,1,1.409,0,1,1,1
5031009,1,1.434,0,1,1,1
5035002,2,6.1820002,0,1,1,1
5035003,2,7.4780002,0,0,1,1
5040002,2,5.862,0,0,5,1
5040003,2,1.936,0,1,1,1
5040005,2,4.777,0,1,1,1
5040006,2,3.2019999,0,1,1,1
5045003,3,4.7309999,0,1,1,1
5047003,3,4.704,0,1,1,1
5052008,4,7.5349998,0,1,1,1
5052009,4,3.6730001,0,1,3,1
5054008,4,9.533,0,0,3,1
5055002,4,7.9429998,0,1,1,1
5055003,4,6.2480001,0,1,1,1
5055005,4,10.797,0,0,1,1
5061004,4,7.3470001,0,1,5,1
5065005,5,10.606,0,0,2,1
5066004,4,5.8520002,0,1,1,2
5066006,4,18.212,0,1,1,1
5066007,4,18.707001,0,1,1,1
5066008,4,5.5180001,0,0,2,2
5066009,4,9.3640003,0,0,1,2
5067002,2,7.6570001,0,1,2,1
5069004,4,7.3559999,0,1,2,1
5071003,4,9.7060003,0,1,1,1
5120003,2.5,5.7540002,0,0,1,1
5120004,2.5,4.6059999,0,1,1,1
5136007,2,3.2520001,0,1,1,1
5136011,2,3.0810001,0,1,1,1
5142002,2,3.6719999,0,0,2,1
5142004,2,4.0830002,0,0,2,1
5159008,4,4.552,1,0,1,3
5170003,5,6.783,0,0,2,2
5170004,5,12.94,0,1,5,2
5170006,5,11.157,0,1,1,2
5170007,5,11.682,0,1,2,2
5171008,5,9.8479996,0,1,1,2
5177003,3,5.3829999,0,1,1,1
5177004,3,7.9580002,0,0,1,1
5177005,3,8.0880003,0,0,1,1
5177006,3,5.2870002,0,1,1,1
5177007,3,5.3559999,0,1,1,1
5180004,5,7.4619999,0,1,3,2
5182006,4,9.1619997,0,1,3,2
5182009,4,7.336,0,1,4,2
5182010,4,9.1140003,0,0,2,2
5199004,3,3.974,0,0,4,2
5215005,2,3.112,0,1,1,2
5230006,2,2.612,0,1,4,4
5230007,2,2.1689999,0,1,2,4
5230008,2,2.6530001,0,1,2,4
5234003,1,7.7309999,0,0,2,1
5242002,4,8.0550003,0,1,2,2
5259010,1,3.2160001,0,1,3,2
5264004,2,3.243,0,1,3,3
5273004,7,20.790001,0,0,1,1
5274003,6.5,13.926,0,1,1,2
5274004,6.5,14.034,0,1,1,2
5287005,6,9.5059996,0,1,2,1
5287007,6,7.9419999,0,0,1,1
5287008,6,12.921,0,0,2,1
5290003,5,12.321,0,0,1,1
5290006,5,7.6539998,0,1,3,1
5290030,3,6.3860002,0,0,3,2
5292009,5,11.834,0,1,2,1
5292011,3,9.3610001,0,1,1,1
5292013,5,9.6300001,0,1,1,1
5292015,5,12.505,0,0,1,1
5294003,4.5,13.598,0,0,5,1
5295005,5,11.83,0,0,2,1
5295006,3,11.767,0,0,2,1
5299003,2,4.2779999,0,0,1,1
5299004,2,2.95,0,1,1,1
5299006,2,2.6600001,0,1,1,1
5299008,2,2.8329999,0,1,3,1
5299009,2,2.714,0,1,3,1
5299010,2,2.7260001,0,1,1,1
5299012,2,2.803,0,1,1,1
5302003,1,1.975,0,0,3,1
5302005,1,2.6110001,0,1,1,1
5302007,1,3.122,0,1,1,1
5305006,1,3.7880001,0,1,1,2
5306002,5,7.8140001,0,1,1,1
5306003,5,7.7090001,0,1,2,1
5306004,5,11.098,1,0,1,1
5308004,3,9.6999998,0,1,1,1
5314004,5,10.887,0,0,2,1
5315004,6,9.3730001,0,1,2,1
5323003,1,1.67,0,1,1,3
5336007,1.5,2.747,0,1,3,1
5343005,7,21.076,0,0,3,3
5348005,3,4.5100002,0,1,2,1
5355004,17,25.136,0,0,1,1
5356004,11,15.435,0,0,3,1
5360004,6,11.82,0,0,1,1
5363003,6,9.6789999,0,1,1,1
5363004,6,9.599,0,1,1,1
5364002,6,5.0229998,0,0,3,1
5364003,6,9.3070002,0,1,3,1
5364005,6,9.8859997,0,1,2,1
5364006,6,8.375,0,1,3,1
5366007,5,13.03,0,0,4,1
5366009,5,7.4879999,0,1,3,1
5375003,3,5.8449998,0,0,2,1
5379003,4,5.3330002,0,1,1,4
5379004,4,8.4969997,0,0,2,4
5379005,4,6.7030001,0,0,4,4
5381006,3,4.4920001,0,1,1,1
5392002,1,2.405,0,0,1,1
5393003,1,1.941,0,1,1,1
5393004,1,1.798,0,0,1,1
5395005,4,6.862,0,1,1,1
5395007,4,4.257,0,1,1,1
5397004,4,7.8049998,0,1,2,1
5397005,4,7.7270002,0,1,1,1
5403005,1,1.648,0,0,2,2
5406002,1,1.313,0,1,3,1
5407002,1,1.872,0,0,1,2
5416006,6,15.027,0,1,2,1
5417004,6,11.354,0,1,1,2
5425003,3,6.0830002,0,1,1,2
5428006,2,1.457,0,1,2,1
5429007,2,3.066,0,1,2,1
5429008,2,3.0810001,0,1,2,1
5430002,1,4.5339999,0,1,1,2
5430003,1,1.5930001,0,1,3,2
5430004,1,4.283,0,1,3,2
5430006,1,2.9349999,0,1,1,2
5443004,4,8.1859999,0,0,2,1
5443005,4,8.2559996,0,0,1,1
5443007,4,6.9530001,0,1,1,1
5447005,6,12.033,0,0,2,2
5449002,5,12.739,0,0,3,1
5458003,1,3.3559999,0,1,2,1
5458004,1,3.1140001,0,0,2,1
5459003,2,3.1589999,0,1,3,1
5459004,2,3.053,0,1,1,1
5459005,2,3.3959999,0,0,5,1
5462003,4,8.0349998,0,1,3,2
5462004,4,10.236,0,0,2,2
5462005,4,10.425,0,0,3,2
5462006,4,8.552,0,1,1,2
5463003,5,8.5469999,0,1,2,1
5463005,5,7.3899999,0,1,2,1
5463006,5,7.6040001,0,1,2,1
5464007,4,8.8990002,0,1,3,1
5464009,4,9.1090002,0,0,2,1
5477006,1,4.3909998,0,1,2,2
5478006,4,7.6960001,0,1,1,2
5488003,5,12.429,0,0,2,2
5488004,5,13.608,0,0,3,2
5488005,5,9.783,0,1,1,2
5488006,5,9.5270004,0,1,1,2
5488007,5,9.5270004,0,1,2,2
5491004,1,1.608,0,1,5,2
5491005,1,1.853,0,0,3,2
5493004,4,7.7919998,0,0,2,1
5493006,4,7.158,0,1,1,1
5493007,4,8.243,0,1,1,1
5494005,4,10.07,0,0,2,1
5499002,2,4.8470001,0,0,2,1
5499004,2,4.3720002,0,0,2,1
5499005,2,4.8920002,0,0,1,1
5499007,2,3.852,0,1,1,1
5499008,2,3.9590001,0,1,1,1
5501006,2,3.391,0,1,1,1
5501012,2,4.0689998,0,0,2,1
5503005,2,3.4660001,0,0,1,2
5510004,2,2.806,0,0,1,1
5513005,1,4.5219998,0,1,1,1
5527003,3,5.9320002,0,1,3,2
5527004,3,8.5509996,0,0,2,2
5537003,2,3.0439999,0,1,1,2
5537004,2,3.243,0,0,1,2
5537006,2,2.721,0,1,1,2
5537008,2,2.5480001,0,0,1,2
5537009,2,2.6059999,0,1,2,2
5537010,2,3.122,0,1,1,2
5542002,11,28.969,0,1,1,2
5542003,11,25.851,0,1,1,2
5542005,11,17.622,0,0,2,2
5547009,1,1.237,0,1,1,1
5548005,1,1.4680001,0,0,2,1
5548009,1,1.132,0,1,1,1
5548010,1,1.222,0,1,1,1
5548011,1,1.909,0,0,1,1
5549005,1,1.184,0,1,1,1
5549006,1,1.472,0,1,2,1
5549007,1,1.536,0,1,2,1
5553003,3,9.8959999,0,0,3,2
5553004,3,9.3699999,0,0,5,2
5553005,3,11.673,0,0,3,2
5553006,3,7.9429998,0,1,3,2
5559005,22,28.957001,0,1,2,1
5565003,14,35.730999,0,1,3,1
5565004,14,24.889999,0,1,2,1
5569004,5,10.394,0,1,3,1
5569006,5,9.2440004,0,0,1,1
5569008,5,9.4040003,0,1,1,1
5569009,5,11.007,0,0,1,1
5569010,5,9.5030003,0,1,2,1
5569011,5,8.3660002,0,1,1,1
5569012,5,10.622,0,0,2,1
5570003,5,5.612,0,1,1,3
5570004,5,10.933,0,1,2,3
5570005,5,9.2320004,0,1,1,3
5570006,5,10.178,0,0,2,3
5570007,5,10.869,0,0,3,3
5570009,5,10.633,0,0,2,3
5570010,5,10.835,0,0,2,3
5570011,5,8.4250002,0,1,2,3
5570012,5,12.534,0,0,2,3
5573009,3,6.4250002,0,1,1,1
5600005,1,1.327,0,1,1,3
5608002,6,14.96,0,0,1,1
5610005,8,12.975,0,1,2,1
5610006,8,10.403,0,1,1,1
5611003,4.5,9.5950003,0,1,1,2
5612006,6,8.2419996,0,0,3,3
5612008,8,13.609,0,0,1,1
5612009,8,13.421,0,0,2,1
5613004,5,12.361,0,0,2,2
5613005,5,10.973,0,0,3,2
5613006,5,10.124,0,1,3,2
5613007,5,11.75,0,0,1,2
5613008,5,9.5380001,0,1,1,2
5613009,5,8.5,0,1,2,2
5613010,5,10.325,0,0,2,2
5613011,5,9.5220003,0,1,1,2
5613012,5,8.5600004,0,1,3,2
5613013,5,10.725,0,0,1,2
5613014,5,8.4879999,0,1,4,2
5614004,5.5,10.605,0,0,3,1
5614005,5.5,9.0760002,0,1,1,1
5615011,3,8.8999996,0,1,3,1
5615012,3,6.0869999,0,1,2,2
5619004,2,2.7690001,0,1,1,2
5619005,2,2.7980001,0,1,3,2
5619006,2,2.092,0,1,1,2
5621004,2,2.615,0,1,2,1
5621005,2,3.3670001,0,0,3,1
5621006,2,3.513,0,0,2,1
5621007,2,2.744,0,1,2,1
5621008,2,3.4790001,0,0,3,1
5621009,2,2.7490001,0,1,1,1
5623004,2,4.2839999,0,0,4,2
5623006,2,2.7679999,0,1,1,2
5623008,2,2.849,0,1,1,2
5623009,2,3.2739999,0,0,1,2
5628005,1.5,2.395,0,1,1,2
5635003,4,5.5539999,0,1,1,1
5635004,5,6.1420002,0,1,1,2
5636002,4,5.9460001,0,1,1,1
5640003,4,8.7220001,0,0,3,1
5641004,4,8.5279999,0,1,1,1
5642003,4,8.6780005,0,1,2,2
5643003,4,4.5760002,0,0,2,1
5643004,4,4.9759998,0,0,2,1
