id,fw,iw,white,female,wealthqr,pwealthqr,wealthqn,pwealthqn,wealthtr,pwealthtr,wealthpr,pwealthpr
2198004,34,57.111,1,0,3,4,4,5,2,3,64,93
2198005,34,53.647999,1,1,4,4,4,5,3,3,78,93
2199003,34,70.276001,1,1,3,3,3,3,2,2,55,54
2199004,34,61.198002,1,0,1,3,1,3,1,2,5,54
2201003,26.5,56.203999,1,0,1,1,1,2,1,1,4,22
2201004,26.5,52.728001,1,1,2,1,2,2,2,1,36,22
2205005,30,57.366001,1,1,2,4,2,4,1,3,28,76
2208003,34,62.426998,1,1,2,3,2,4,2,3,34,71
2212003,36,61.304001,1,0,1,2,2,3,1,2,22,49
2222003,16.5,52.297001,1,0,3,4,4,5,2,3,65,86
2224004,32,57.394001,1,1,4,3,5,4,3,2,83,63
2224005,32,54.691002,1,0,4,3,5,4,3,2,99,63
2224006,32,49.210999,1,1,4,3,5,4,3,2,89,63
2224007,32,52.390999,1,0,4,3,5,4,3,2,98,63
2228003,42,66.265999,1,1,4,4,5,5,3,3,85,85
2229003,42,75.658997,1,0,4,3,5,4,3,2,87,61
2237003,45,76.198997,1,0,3,3,4,4,3,2,71,66
2237004,45,76.086998,1,0,4,3,5,4,3,2,87,66
2238003,42,72.351997,1,0,1,3,1,4,1,2,5,66
2240003,34,53.924,1,1,2,3,2,3,2,2,39,60
2243004,40,62.027,1,1,3,3,4,3,2,2,65,53
2246005,17,61.564999,1,1,4,4,5,5,3,3,88,94
2248002,19,66.695,1,1,1,1,1,1,1,1,20,6
2251005,34,54.811001,1,1,3,4,4,4,3,3,75,79
2252003,30,57.668999,1,1,3,4,4,5,2,3,62,86
2253003,30,60.469002,1,1,3,3,4,4,3,3,68,73
2253004,30,50.304001,1,0,3,3,3,4,2,3,52,73
2260003,31,43.224998,1,0,2,2,2,3,1,2,33,44
2260004,31,54.358002,1,0,2,2,2,3,2,2,38,44
2260006,31,46.573002,1,1,2,2,2,3,1,2,30,44
2261003,31,58.741001,1,0,3,4,3,4,2,3,51,79
2261004,31,50.089001,1,0,4,4,5,4,3,3,82,79
2271003,31,51.775002,1,1,4,4,5,5,3,3,83,97
2271005,31,69.030998,1,1,3,4,4,5,3,3,70,97
2272003,2,3.6099999,0,1,1,1,2,1,1,1,21,16
2273003,34,45.110001,1,0,4,4,5,5,3,3,85,85
2273004,34,57.137001,1,0,4,4,5,5,3,3,87,85
2277005,16,55.182999,1,0,1,1,2,1,1,1,21,5
2277008,16,57.52,1,1,4,1,5,1,3,1,85,5
2278004,35,58.925999,1,1,2,3,3,4,2,2,48,67
2278005,35,56.931,1,1,2,3,3,4,2,2,43,67
2278021,35,60.977001,1,0,4,3,5,4,3,2,96,67
2280003,17,55.499001,1,0,4,2,5,2,3,1,89,27
2280004,17,57.224998,1,0,3,2,3,2,2,1,59,27
2280005,17,57.611,1,1,3,2,3,2,2,1,54,27
2281003,36,57.563999,1,1,4,1,5,1,3,1,100,18
2282003,31,52.494999,1,0,4,4,5,5,3,3,96,90
2282004,31,36.924999,1,1,1,4,1,5,1,3,1,90
2282005,31,55.332001,1,1,3,4,4,5,3,3,71,90
2282007,31,48.071999,1,1,2,4,2,5,1,3,26,90
2285004,17,51.333,1,0,4,4,5,5,3,3,96,92
2285006,17,61.490002,1,1,4,4,5,5,3,3,85,92
2288004,17,52.451,1,1,4,4,4,4,3,3,76,80
2289003,34,49.915001,1,1,3,4,3,5,2,3,51,81
2292004,30,45.763,1,0,2,1,2,1,2,1,40,14
2292005,30,40.134998,1,1,2,1,2,1,2,1,35,14
2297003,33,58.063999,1,1,4,3,5,4,3,2,86,61
2297004,33,48.297001,1,1,2,3,2,4,1,2,32,61
2299003,34,64.433998,1,0,2,2,3,3,2,2,49,47
2299004,34,62.220001,1,0,4,2,5,3,3,2,84,47
2299005,34,52.667,1,0,3,2,4,3,2,2,65,47
2300003,34,54.348,1,0,4,4,5,5,3,3,97,89
2302004,25,45.839001,1,0,1,1,1,1,1,1,3,2
2302007,25,49.250999,1,0,2,1,3,1,2,1,49,2
2302008,25,42.811001,1,1,2,1,2,1,1,1,33,2
2302009,25,47.466,1,0,1,1,1,1,1,1,16,2
2302010,25,52.514999,1,0,1,1,2,1,1,1,22,2
2304003,36,70.833,1,1,4,4,4,5,3,3,76,81
2304004,36,59.512001,1,1,4,4,5,5,3,3,83,81
2311003,38,61.439999,1,1,3,2,3,3,2,2,57,50
2311005,38,57.453999,1,0,1,2,1,3,1,2,8,50
2321003,23,28.264999,1,0,1,1,1,1,1,1,11,4
2321004,23,42.476002,1,0,1,1,1,1,1,1,6,4
2321005,23,47.485001,1,0,2,1,3,1,2,1,41,4
2323003,35,55.283001,1,0,3,1,4,1,2,1,67,9
2326003,34,61.581001,1,0,4,2,5,2,3,1,97,30
2326021,34,62.605999,1,1,4,2,5,2,3,1,98,30
2327004,38,80.443001,0,0,2,1,2,2,2,1,36,22
2330003,38,61.151001,1,0,2,2,2,2,1,2,27,36
2335003,34,54.966999,1,0,2,2,2,2,2,2,35,37
2338003,35,66.264,1,0,3,4,4,5,3,3,71,92
2341004,35,61.112,1,0,3,4,4,5,3,3,68,94
2341005,35,60.369999,1,0,4,4,5,5,3,3,96,94
2352003,34,55.737,1,0,3,3,3,3,2,2,56,52
2352004,34,56.216,1,0,3,3,3,3,2,2,51,52
2352005,34,54.676998,1,1,4,3,5,3,3,2,83,52
2353003,34,48.924,1,0,4,3,5,4,3,3,90,74
2353004,34,62.097,1,0,4,3,5,4,3,3,87,74
2353005,34,55.625999,1,0,4,3,5,4,3,3,96,74
2354003,34,60.844002,1,1,1,1,1,2,1,1,4,22
2354004,34,54.252998,1,1,2,1,2,2,2,1,39,22
2355002,34,57.117001,1,0,1,2,1,3,1,2,3,46
2366003,38,67.199997,1,1,1,2,1,2,1,2,2,39
2377003,33,92.823997,1,1,3,4,4,5,2,3,66,88
2377006,33,53.446999,1,0,4,4,5,5,3,3,84,88
2379005,30,55.944,1,0,4,1,5,1,3,1,86,19
2379006,30,53.275002,1,1,2,1,3,1,2,1,44,19
2380003,30,47.820999,1,1,3,4,3,5,2,3,59,98
2380004,30,52.202999,1,0,1,4,1,5,1,3,16,98
2392004,25,43.803001,1,1,1,2,1,2,1,1,3,29
2392005,25,46.113998,1,0,1,2,1,2,1,1,6,29
2392006,25,44.637001,1,0,1,2,1,2,1,1,19,29
2397003,38,59.09,1,0,4,3,5,4,3,2,89,66
2410003,33,56.126999,1,1,2,2,2,2,1,2,29,37
2410030,33,60.272999,1,1,1,2,2,2,1,2,21,37
2411030,35,43.098999,1,1,1,1,1,1,1,1,11,10
2416003,36,54.110001,1,0,3,2,3,2,2,2,53,34
2416004,36,62.265999,1,0,3,2,4,2,3,2,74,34
2416006,36,59.889999,1,1,1,2,1,2,1,2,4,34
2417003,39,65.067001,1,1,1,1,1,1,1,1,15,20
2418003,39,58.966999,1,1,1,1,2,1,1,1,21,14
2418005,39,65.871002,1,0,4,1,5,1,3,1,85,14
2418006,39,68.690002,1,0,1,1,1,1,1,1,4,14
2422003,36,68.172997,1,1,4,3,4,4,3,3,77,71
2422004,36,50.277,1,0,4,3,5,4,3,3,94,71
2422005,36,62.844002,1,0,3,3,4,4,2,3,66,71
2425003,42,66.799004,1,1,3,4,3,4,2,3,54,80
2427004,30,55.377998,1,0,3,2,4,2,3,2,73,35
2429006,30,56.626999,1,1,2,1,3,2,2,1,46,25
2434003,23,51.104,1,1,1,1,1,1,1,1,20,15
2435005,34,56.348,1,0,2,4,2,5,2,3,35,97
2436003,34,56.695,1,0,3,3,3,4,2,3,58,69
2436004,34,40.980999,1,0,2,3,3,4,2,3,44,69
2436005,34,55.581001,1,1,3,3,4,4,2,3,64,69
2436006,34,56.450001,1,0,1,3,1,4,1,3,1,69
2441003,14.5,31.523001,1,1,3,1,4,1,2,1,65,11
2443002,32,60.277,1,0,1,1,1,1,1,1,2,5
2443003,32,69.779999,1,1,1,1,1,1,1,1,20,5
2455005,62,71.375,1,0,4,4,5,5,3,3,100,85
2458003,48,83.656998,1,1,4,3,5,4,3,3,92,75
2458004,48,72.388,1,0,4,3,5,4,3,3,97,75
2461003,32,49.977001,1,1,1,2,1,2,1,2,8,39
2461004,32,43.034,1,1,2,2,3,2,2,2,44,39
2464003,33,54.603001,1,0,1,3,1,4,1,2,17,61
2468003,26,47.073002,1,0,2,1,2,1,2,1,37,9
2473004,4,9.6660004,0,0,3,2,4,3,3,2,75,42
2485003,34,52.314999,1,1,3,1,4,2,2,1,64,22
2485004,34,54.775002,1,0,1,1,1,2,1,1,17,22
2486003,34,60.075001,1,1,1,2,1,2,1,1,17,33
2486004,34,66.463997,1,1,2,2,3,2,2,1,43,33
2486005,34,52.969002,1,0,1,2,1,2,1,1,8,33
2492004,43,71.831001,1,1,1,1,1,1,1,1,8,2
2497004,34,64.571999,1,1,4,4,5,5,3,3,92,89
2500003,34,59.973,1,1,3,3,4,3,3,2,75,53
2501003,17,58.535,1,0,2,3,3,3,2,2,42,52
2501005,17,56.806,1,1,2,3,2,3,2,2,39,52
2502003,33,51.375,1,1,3,2,4,2,2,1,65,26
2502004,33,55.762001,1,0,1,2,1,2,1,1,4,26
2502005,33,53.441002,1,0,1,2,1,2,1,1,19,26
2509002,38,65.853996,1,0,3,1,4,1,3,1,73,17
2509003,38,60.806,1,1,4,1,5,1,3,1,98,17
2509004,38,62.820999,1,0,4,1,5,1,3,1,90,17
2509005,38,64.873001,1,0,3,1,4,1,3,1,67,17
2509006,38,68.711998,1,1,3,1,3,1,2,1,59,17
2510003,38,64.695999,1,0,2,3,3,4,2,2,50,63
2510005,38,64.760002,1,0,2,3,2,4,1,2,31,63
2515003,21,50.790001,1,0,2,2,3,2,2,1,49,26
2515005,21,47.902,1,1,3,2,3,2,2,1,54,26
2515006,21,51.723999,1,1,1,2,2,2,1,1,22,26
2516003,30,52.362999,1,0,1,1,1,2,1,1,11,22
2525004,25.5,55.273998,1,0,1,2,1,3,1,2,6,45
2526003,34,57.245998,1,1,3,3,3,4,2,3,57,74
2526004,34,54.141998,1,1,3,3,3,4,2,3,54,74
2529003,31,54.085999,1,0,3,3,4,4,2,2,65,61
2530003,16,50.484001,1,1,1,2,1,2,1,1,4,34
2530004,16,68.561996,1,1,1,2,2,2,1,1,23,34
2530006,16,46.220001,1,0,3,2,3,2,2,1,57,34
2532003,32,51.534,1,1,3,3,4,3,2,2,64,59
2541003,21,78.528,1,1,3,2,3,3,2,2,54,48
2547003,20,62.651001,1,1,4,4,5,5,3,3,95,96
2547004,20,65.974998,1,0,4,4,4,5,3,3,80,96
2557006,65,114.918,0,1,3,3,3,3,2,2,57,55
2568004,42,70.552002,1,0,3,3,4,4,2,3,62,73
2576003,38,60.688999,1,1,4,3,5,3,3,2,81,51
2577003,36,64.487,1,0,4,3,4,3,3,2,76,60
2586005,36,61.155998,1,0,4,4,4,5,3,3,80,83
2586006,36,63.099998,1,0,4,4,5,5,3,3,83,83
2591003,38,68.608002,1,0,3,2,4,3,3,2,75,42
2591004,38,67.958,1,0,2,2,3,3,2,2,46,42
2591005,38,64.224998,1,1,1,2,2,3,1,2,21,42
2591006,38,65.705002,1,0,2,2,2,3,1,2,30,42
2601003,32,50.223999,1,0,2,4,3,5,2,3,46,98
2601004,32,50.363998,1,1,1,4,2,5,1,3,25,98
2601005,32,53.098,1,1,4,4,5,5,3,3,92,98
2607003,32,48.414001,1,1,4,4,5,4,3,3,93,78
2610003,37,56.551998,1,1,4,2,5,3,3,2,83,50
2610004,37,60.862999,1,0,3,2,4,3,3,2,71,50
2611004,37,54.660999,1,1,2,4,2,5,2,3,37,86
2611005,37,58.77,1,1,3,4,3,5,2,3,57,86
2618003,37,58.713001,1,1,3,4,4,5,3,3,68,100
2618004,37,58.063999,1,1,4,4,5,5,3,3,86,100
2621002,18,67.511002,1,1,4,2,5,3,3,2,81,50
2621003,18,53.609001,1,0,3,2,4,3,2,2,62,50
2628003,42,68.447998,1,1,3,4,4,5,2,3,62,93
2628004,42,70.054001,1,0,4,4,5,5,3,3,98,93
2628005,42,67.943001,1,1,4,4,5,5,3,3,94,93
2632004,42,78.925003,1,1,2,2,3,3,2,2,47,41
2632005,42,67.206001,1,1,4,2,5,3,3,2,83,41
2632006,42,68.888,1,1,1,2,1,3,1,2,12,41
2635004,27,62.731998,1,1,3,4,4,5,3,3,69,88
2639003,30,44.071999,1,1,3,2,3,3,2,2,52,41
2640003,32,61.546001,1,0,1,1,1,1,1,1,11,7
2640004,32,57.959999,1,1,1,1,1,1,1,1,13,7
2644004,34,85.147003,0,1,2,1,2,1,1,1,32,18
2645003,24,37.991001,1,0,2,4,2,4,1,3,33,77
2646004,34,86.209999,0,0,1,3,1,3,1,2,18,57
2646005,34,61.375,1,1,2,3,2,3,1,2,32,57
2646006,34,75.024002,0,1,1,3,1,3,1,2,13,57
2653003,45,71.450996,1,1,2,2,2,2,1,1,33,33
2656005,42,81.759003,1,0,4,2,5,3,3,2,91,50
2657005,23,38.486,1,0,2,2,3,3,2,2,44,41
2672005,42,89.369003,1,1,3,4,4,5,3,3,75,95
2672006,42,75.099998,1,1,2,4,2,5,2,3,38,95
2672007,42,68.653999,1,0,1,4,1,5,1,3,7,95
2673003,42,64.225998,1,1,3,2,4,3,3,2,69,42
2678006,33,44.179001,1,1,4,4,5,5,3,3,92,96
2678007,33,52.125999,1,1,3,4,4,5,3,3,70,96
2680003,31,51.284,1,1,2,2,3,2,2,2,46,35
2680005,31,60.811001,1,0,2,2,2,2,2,2,38,35
2680006,31,58.501999,1,0,1,2,1,2,1,2,6,35
2682003,31,56.271999,1,1,3,3,4,3,2,2,61,60
2688004,3,6.2210002,0,0,1,2,2,2,1,1,25,33
2690021,34,59.702999,1,0,4,4,5,5,3,3,99,90
2697003,47,73.803001,1,0,2,3,3,3,2,2,43,53
2704002,16,35.983002,1,1,1,3,1,4,1,3,4,73
2704003,16,44.244999,1,1,3,3,4,4,2,3,61,73
2704004,16,56.591999,1,0,2,3,3,4,2,3,45,73
2712003,33,54.881001,1,0,4,3,5,4,3,3,100,70
2714003,30,52.943001,1,1,1,2,1,2,1,2,19,39
2715003,12,47.602001,1,0,2,3,2,4,2,2,36,62
2715004,12,40.557999,1,1,2,3,2,4,1,2,26,62
2717003,36,43.995998,1,0,2,3,2,3,1,2,29,52
2717004,36,60.703999,1,0,3,3,3,3,2,2,53,52
2717005,36,58.323002,1,1,3,3,4,3,3,2,70,52
2717006,36,58.666,1,1,3,3,3,3,2,2,58,52
2717007,36,56.321999,1,1,1,3,2,3,1,2,25,52
2727022,37,63.497002,1,0,1,1,1,1,1,1,16,9
2730003,44,64.617996,1,0,2,1,3,1,2,1,45,18
2731002,52,100.264,0,0,1,2,1,3,1,2,7,45
2731003,52,84.947998,0,1,2,2,2,3,1,2,29,45
2731004,52,86.501999,0,1,2,2,3,3,2,2,43,45
2731005,52,85.421997,0,1,2,2,3,3,2,2,48,45
2738003,45,71.519997,1,1,4,3,5,3,3,2,97,57
2743002,47,83.350998,1,1,2,1,2,1,1,1,29,10
2752003,34,59.647999,1,0,4,1,5,1,3,1,93,19
2752004,34,53.120998,1,0,3,1,3,1,2,1,55,19
2752005,34,56.405998,1,0,4,1,5,1,3,1,85,19
2756003,30,36.831001,1,1,4,4,5,5,3,3,90,96
2761003,12,32.453999,1,0,3,4,4,5,3,3,71,86
2763004,33,79.685997,0,0,2,1,2,1,2,1,38,14
2773003,36,63.891998,1,0,4,4,5,5,3,3,85,81
2775004,35,37.213001,1,0,1,1,1,1,1,1,8,17
2775005,35,34.827,1,1,2,1,2,1,1,1,27,17
2776002,38,65.569,1,0,2,2,3,3,2,2,47,42
2776003,38,67.862,1,0,1,2,1,3,1,2,8,42
2779003,34,67.328003,1,0,3,4,3,5,2,3,54,92
2782003,34,60.948002,1,1,2,4,2,4,2,3,35,77
2782004,34,37.359001,1,0,4,4,5,4,3,3,87,77
2786009,46,49.938,1,0,2,1,2,1,1,1,26,16
2794003,42,73.200996,1,0,4,4,5,5,3,3,89,94
2794004,42,73.834999,1,0,3,4,4,5,2,3,65,94
2799004,34,57.547001,1,1,3,2,3,2,2,2,57,35
2799005,34,57.346001,1,0,4,2,5,2,3,2,82,35
2801003,33,52.584999,1,0,2,2,3,2,2,1,46,28
2801004,33,50.137001,1,0,4,2,5,2,3,1,84,28
2801005,33,48.625999,1,0,4,2,5,2,3,1,82,28
2801008,33,39.804001,1,1,2,2,2,2,2,1,39,28
2802003,36,56.388,1,0,4,3,5,4,3,3,87,73
2806004,33,58.463001,1,0,1,2,1,2,1,2,3,38
2807003,31,60.646999,1,0,3,4,4,5,3,3,69,84
2807004,31,61.129002,1,0,4,4,5,5,3,3,88,84
2816003,34,48.563,1,0,3,3,4,4,3,2,74,65
2816004,34,54.598999,1,1,3,3,4,4,2,2,63,65
2819003,43,79.714996,1,1,1,3,1,4,1,3,1,70
2831004,9,15.079,1,1,2,1,3,1,2,1,47,18
2835004,34,53.681999,1,1,4,4,4,5,3,3,76,94
2845003,37,57.757,1,1,1,1,1,2,1,1,17,21
2845005,37,54.898998,1,0,2,1,2,2,2,1,36,21
2846006,15,26.476,1,1,1,2,1,3,1,2,4,41
2848003,1,1.933,0,1,2,1,2,1,2,1,35,6
2848004,1,1.649,0,0,1,1,1,1,1,1,7,6
2848006,1,1.303,0,1,1,1,1,1,1,1,15,6
2848007,1,1.7589999,0,0,1,1,1,1,1,1,13,6
2848008,1,1.753,0,0,1,1,1,1,1,1,17,6
2848009,1,1.789,0,0,1,1,1,1,1,1,6,6
2848010,1,1.52,0,1,1,1,1,1,1,1,5,6
2849003,32,50.841,1,1,3,2,4,2,3,1,71,29
2850003,34,53.889,1,1,4,2,5,2,3,1,84,31
2851003,34,55.887001,1,0,1,4,1,5,1,3,11,85
2851004,34,53.909,1,1,4,4,5,5,3,3,86,85
2851005,34,53.361,1,1,2,4,3,5,2,3,48,85
2852003,34,48.611,1,0,2,1,2,2,2,1,38,22
2852004,34,53.293999,1,1,2,1,2,2,2,1,35,22
2852005,34,55.230999,1,0,1,1,1,2,1,1,12,22
2880003,28.5,63.313999,1,0,1,3,1,3,1,2,18,59
2880004,28.5,58.860001,1,1,3,3,4,3,2,2,63,59
2880005,28.5,45.151001,1,1,3,3,3,3,2,2,55,59
2881004,4,5.6300001,0,1,2,1,2,1,1,1,33,17
2882003,34,52.458,1,1,3,4,3,5,2,3,60,84
2882004,34,55.479,1,0,4,4,4,5,3,3,80,84
2884005,76,145.57899,0,0,2,1,3,1,2,1,47,10
2888003,42,48.206001,1,0,1,3,1,4,1,3,1,68
2890005,20,76.626999,0,1,3,2,3,2,2,1,60,32
2893002,32,56.737,1,1,4,4,5,5,3,3,91,88
2893003,32,50.451,1,1,4,4,5,5,3,3,87,88
2897003,33,56.717999,1,1,3,3,3,4,2,3,57,72
2897004,33,52.416,1,1,4,3,5,4,3,3,98,72
2897005,33,67.323997,1,0,4,3,4,4,3,3,80,72
2897006,33,64.559998,1,0,3,3,3,4,2,3,56,72
2898003,30,59.459999,1,0,2,1,3,2,2,1,45,23
2902003,33,50.875999,1,1,1,2,2,2,1,2,25,40
2902004,33,53.771999,1,0,3,2,4,2,2,2,63,40
2907006,20,43.619999,0,0,2,1,2,1,2,1,40,2
2907007,20,41.359001,0,1,1,1,1,1,1,1,8,2
2907008,20,37.741001,0,1,1,1,1,1,1,1,10,2
2907009,20,30.987,0,1,1,1,1,1,1,1,15,2
2910002,31,89.690002,0,1,2,1,2,1,2,1,36,16
2924003,42,68.245003,1,1,4,4,4,4,3,3,78,80
5010003,4,9.2410002,0,0,1,1,1,1,1,1,8,3
5010005,4,7.5960002,0,1,1,1,2,1,1,1,21,3
5012006,2,7.618,0,1,1,1,1,1,1,1,11,8
5012007,2,7.4239998,0,0,1,1,1,1,1,1,15,8
5012183,2,,0,1,,,,,,,,
5014005,2,5.724,0,0,2,1,2,2,1,1,30,21
5014006,2,5.4499998,0,0,2,1,2,2,1,1,33,21
5015003,3,4.7379999,0,1,1,1,1,1,1,1,1,6
5018003,2,4.9159999,0,1,2,1,2,1,1,1,31,5
5018004,2,4.678,0,1,3,1,3,1,2,1,52,5
5026005,2,4.848,0,0,1,1,1,1,1,1,8,3
5026030,2,5.6259999,0,1,1,1,1,1,1,1,8,3
5031003,1,1.364,0,1,1,1,1,1,1,1,17,18
5031005,1,1.427,0,1,1,1,1,1,1,1,20,18
5031006,1,1.378,0,1,1,1,1,1,1,1,8,18
5031007,1,1.409,0,1,1,1,1,1,1,1,8,18
5031009,1,1.434,0,1,1,1,1,1,1,1,6,18
5035002,2,6.1820002,0,1,1,1,1,1,1,1,8,3
5035003,2,7.4780002,0,0,1,1,1,1,1,1,11,3
5040002,2,5.862,0,0,4,1,5,1,3,1,88,8
5040003,2,1.936,0,1,1,1,1,1,1,1,13,8
5040005,2,4.777,0,1,1,1,1,1,1,1,20,8
5040006,2,3.2019999,0,1,1,1,1,1,1,1,15,8
5045003,3,4.7309999,0,1,1,1,1,1,1,1,5,6
5047003,3,4.704,0,1,1,1,1,1,1,1,14,18
5052008,4,7.5349998,0,1,1,1,1,1,1,1,8,3
5052009,4,3.6730001,0,1,2,1,3,1,2,1,47,3
5054008,4,9.533,0,0,3,1,3,1,2,1,55,18
5055002,4,7.9429998,0,1,1,1,1,1,1,1,11,4
5055003,4,6.2480001,0,1,1,1,1,1,1,1,8,4
5055005,4,10.797,0,0,1,1,1,1,1,1,8,4
5061004,4,7.3470001,0,1,4,1,5,1,3,1,88,7
5065005,5,10.606,0,0,1,1,2,1,1,1,23,18
5066004,4,5.8520002,0,1,1,2,1,2,1,1,1,27
5066006,4,18.212,0,1,1,1,1,1,1,1,7,4
5066007,4,18.707001,0,1,1,1,1,1,1,1,7,4
5066008,4,5.5180001,0,0,2,2,2,2,2,1,35,27
5066009,4,9.3640003,0,0,1,2,1,2,1,1,8,27
5067002,2,7.6570001,0,1,2,1,2,1,1,1,31,6
5069004,4,7.3559999,0,1,1,1,2,1,1,1,24,3
5071003,4,9.7060003,0,1,1,1,2,1,1,1,21,18
5120003,2.5,5.7540002,0,0,1,1,1,1,1,1,11,8
5120004,2.5,4.6059999,0,1,1,1,1,1,1,1,6,8
5136007,2,3.2520001,0,1,1,1,1,1,1,1,5,3
5136011,2,3.0810001,0,1,1,1,1,1,1,1,1,3
5142002,2,3.6719999,0,0,2,1,2,1,1,1,32,16
5142004,2,4.0830002,0,0,1,1,2,1,1,1,24,16
5159008,4,4.552,1,0,1,2,1,3,1,2,13,46
5170003,5,6.783,0,0,2,1,2,2,1,1,34,21
5170004,5,12.94,0,1,4,1,5,2,3,1,91,21
5170006,5,11.157,0,1,1,1,1,2,1,1,12,21
5170007,5,11.682,0,1,2,1,2,2,2,1,39,21
5171008,5,9.8479996,0,1,1,2,1,2,1,2,3,34
5177003,3,5.3829999,0,1,1,1,1,1,1,1,17,3
5177004,3,7.9580002,0,0,1,1,1,1,1,1,7,3
5177005,3,8.0880003,0,0,1,1,1,1,1,1,5,3
5177006,3,5.2870002,0,1,1,1,1,1,1,1,8,3
5177007,3,5.3559999,0,1,1,1,1,1,1,1,12,3
5180004,5,7.4619999,0,1,2,2,3,2,2,1,44,27
5182006,4,9.1619997,0,1,2,2,3,2,2,2,43,38
5182009,4,7.336,0,1,3,2,4,2,2,2,64,38
5182010,4,9.1140003,0,0,2,2,2,2,2,2,39,38
5199004,3,3.974,0,0,3,2,4,2,3,1,73,29
5215005,2,3.112,0,1,1,1,1,2,1,1,7,25
5230006,2,2.612,0,1,3,3,4,4,2,3,66,69
5230007,2,2.1689999,0,1,2,3,2,4,1,3,31,69
5230008,2,2.6530001,0,1,2,3,2,4,2,3,36,69
5234003,1,7.7309999,0,0,2,1,2,1,1,1,31,10
5242002,4,8.0550003,0,1,1,2,2,2,1,1,24,27
5259010,1,3.2160001,0,1,2,2,3,2,2,2,43,38
5264004,2,3.243,0,1,3,3,3,3,2,2,51,56
5273004,7,20.790001,0,0,1,1,1,1,1,1,8,3
5274003,6.5,13.926,0,1,1,1,1,2,1,1,14,23
5274004,6.5,14.034,0,1,1,1,1,2,1,1,8,23
5287005,6,9.5059996,0,1,2,1,2,1,1,1,26,3
5287007,6,7.9419999,0,0,1,1,1,1,1,1,8,3
5287008,6,12.921,0,0,2,1,2,1,1,1,31,3
5290003,5,12.321,0,0,1,1,1,1,1,1,12,20
5290006,5,7.6539998,0,1,2,1,3,1,2,1,45,20
5290030,3,6.3860002,0,0,2,2,3,2,2,1,43,26
5292009,5,11.834,0,1,2,1,2,1,2,1,36,6
5292011,3,9.3610001,0,1,1,1,1,1,1,1,15,2
5292013,5,9.6300001,0,1,1,1,1,1,1,1,19,6
5292015,5,12.505,0,0,1,1,2,1,1,1,21,6
5294003,4.5,13.598,0,0,4,1,5,1,3,1,90,8
5295005,5,11.83,0,0,2,1,2,1,1,1,26,7
5295006,3,11.767,0,0,1,1,2,1,1,1,22,10
5299003,2,4.2779999,0,0,1,1,1,1,1,1,10,10
5299004,2,2.95,0,1,1,1,1,1,1,1,8,10
5299006,2,2.6600001,0,1,1,1,1,1,1,1,11,10
5299008,2,2.8329999,0,1,2,1,3,1,2,1,50,10
5299009,2,2.714,0,1,2,1,3,1,2,1,41,10
5299010,2,2.7260001,0,1,1,1,1,1,1,1,8,10
5299012,2,2.803,0,1,1,1,1,1,1,1,8,10
5302003,1,1.975,0,0,2,1,3,1,2,1,49,12
5302005,1,2.6110001,0,1,1,1,2,1,1,1,21,12
5302007,1,3.122,0,1,1,1,2,1,1,1,21,12
5305006,1,3.7880001,0,1,1,1,1,2,1,1,1,25
5306002,5,7.8140001,0,1,1,1,1,1,1,1,8,10
5306003,5,7.7090001,0,1,1,1,2,1,1,1,22,10
5306004,5,11.098,1,0,1,1,1,1,1,1,8,10
5308004,3,9.6999998,0,1,1,1,1,1,1,1,13,5
5314004,5,10.887,0,0,1,1,2,1,1,1,21,15
5315004,6,9.3730001,0,1,1,1,2,1,1,1,24,10
5323003,1,1.67,0,1,1,2,1,3,1,2,3,45
5336007,1.5,2.747,0,1,2,1,3,1,2,1,47,3
5343005,7,21.076,0,0,3,3,3,3,2,2,60,56
5348005,3,4.5100002,0,1,2,1,2,1,1,1,31,6
5355004,17,25.136,0,0,1,1,1,1,1,1,8,20
5356004,11,15.435,0,0,2,1,3,1,2,1,46,10
5360004,6,11.82,0,0,1,1,1,1,1,1,8,15
5363003,6,9.6789999,0,1,1,1,1,1,1,1,4,16
5363004,6,9.599,0,1,1,1,1,1,1,1,14,16
5364002,6,5.0229998,0,0,2,1,3,1,2,1,45,20
5364003,6,9.3070002,0,1,2,1,3,1,2,1,43,20
5364005,6,9.8859997,0,1,2,1,2,1,2,1,40,20
5364006,6,8.375,0,1,2,1,3,1,2,1,47,20
5366007,5,13.03,0,0,3,1,4,1,2,1,62,4
5366009,5,7.4879999,0,1,2,1,3,1,2,1,45,4
5375003,3,5.8449998,0,0,2,1,2,1,1,1,30,7
5379003,4,5.3330002,0,1,1,3,1,4,1,3,11,75
5379004,4,8.4969997,0,0,2,3,2,4,1,3,26,75
5379005,4,6.7030001,0,0,3,3,4,4,3,3,68,75
5381006,3,4.4920001,0,1,1,1,1,1,1,1,6,12
5392002,1,2.405,0,0,1,1,1,1,1,1,8,7
5393003,1,1.941,0,1,1,1,1,1,1,1,7,3
5393004,1,1.798,0,0,1,1,1,1,1,1,19,3
5395005,4,6.862,0,1,1,1,1,1,1,1,4,6
5395007,4,4.257,0,1,1,1,1,1,1,1,8,6
5397004,4,7.8049998,0,1,2,1,2,1,1,1,28,9
5397005,4,7.7270002,0,1,1,1,1,1,1,1,1,9
5403005,1,1.648,0,0,2,1,2,2,2,1,34,23
