id,fw,iw,white,female,wealthqr,pwealthqr,wealthqn,pwealthqn,wealthtr,pwealthtr,wealthpr,pwealthpr
1222003,17,37.256001,1,1,1,2,1,2,1,1,19,26
1222004,17,56.98,1,1,4,2,4,2,3,1,79,26
1222005,17,61.013,1,1,4,2,5,2,3,1,83,26
1222006,25,56.933998,1,0,2,2,3,3,2,2,49,43
1241030,38,63.869999,1,0,2,1,2,2,2,1,34,23
1242003,34,54.865002,1,0,4,3,5,3,3,2,93,60
1242004,34,58.047001,1,0,4,3,4,3,3,2,79,60
1242006,34,53.902,1,1,2,3,2,3,2,2,36,60
1249003,38,50.423,1,1,4,4,4,5,3,3,77,96
1254003,36,60.889,1,0,4,3,5,4,3,3,84,69
1258003,34,59.402,1,1,4,2,5,3,3,2,97,46
1258004,34,61.639999,1,0,1,2,2,3,1,2,22,46
1258005,34,57.738998,1,0,2,2,2,3,2,2,35,46
1260003,36,65.897003,1,1,2,1,2,1,1,1,30,18
1260004,36,58.645,1,0,3,1,4,1,3,1,75,18
1260007,36,61.419998,1,0,4,1,5,1,3,1,82,18
1261003,38,74.327003,1,1,1,4,1,4,1,3,19,76
1270002,32,55.153999,1,1,2,2,2,2,1,2,30,40
1275003,42,78.137001,1,1,3,4,4,4,3,3,72,76
1275004,42,66.742996,1,0,2,4,2,4,1,3,28,76
1275005,42,76.028999,1,0,4,4,4,4,3,3,77,76
1275006,42,71.755997,1,0,3,4,4,4,2,3,66,76
1282004,45,82.209,1,1,3,2,4,2,3,2,72,40
1284003,42,71.001999,1,0,4,3,5,4,3,2,100,66
1286003,42,59.221001,1,1,4,4,5,5,3,3,96,82
1286004,42,65.684998,1,1,4,4,5,5,3,3,92,82
1286005,42,49.111,1,0,3,4,4,5,2,3,64,82
1287003,31,53.117001,1,1,4,4,5,5,3,3,89,100
1292004,14,40.320999,1,1,2,2,2,3,1,2,27,42
1298003,30,56.039001,1,0,1,2,2,2,1,1,24,26
1298005,30,52.873001,1,1,2,2,2,2,2,1,37,26
1302003,34,59.388,1,0,4,3,5,4,3,3,97,71
1302004,34,51.665001,1,1,4,3,5,4,3,3,96,71
1302021,34,65.573997,1,1,4,3,5,4,3,3,100,71
1303002,35,50.328999,1,0,3,1,3,2,2,1,55,25
1303004,35,56.882,1,0,2,1,2,2,1,1,30,25
1306003,42,70.724998,1,0,3,4,3,5,2,3,60,92
1311004,38,89.689003,0,0,2,2,2,3,2,2,38,46
1312004,42,79.269997,0,0,2,1,2,1,1,1,32,13
1312005,42,44.633999,0,0,2,1,3,1,2,1,41,13
1314003,16,52.077,1,0,3,3,3,4,2,3,53,71
1315003,33,51.276001,1,1,2,3,3,4,2,2,44,62
1315004,33,51.576,1,1,2,3,2,4,1,2,28,62
1315005,33,51.66,1,1,1,3,1,4,1,2,18,62
1332003,25.5,69.015999,1,0,4,4,5,5,3,3,95,81
1332004,25.5,52.876999,1,1,1,4,1,5,1,3,4,81
1332005,25.5,65.473,1,0,1,4,1,5,1,3,17,81
1335005,31,53.262001,1,1,1,2,2,2,1,1,21,30
1335006,31,57.025002,1,0,3,2,4,2,3,1,75,30
1335007,31,54.041,1,0,4,2,5,2,3,1,81,30
1335008,31,54.886002,1,0,1,2,1,2,1,1,16,30
1335009,31,53.891998,1,0,2,2,2,2,2,1,40,30
1335010,31,54.792,1,0,3,2,4,2,2,1,63,30
1335011,31,61.783001,1,1,1,2,1,2,1,1,12,30
1338003,31,51.598999,1,1,1,3,2,4,1,3,21,74
1338004,31,54.487,1,0,3,3,4,4,3,3,75,74
1342003,34,60.979,1,0,3,2,4,3,3,2,73,44
1345005,33,57.231998,1,0,2,3,2,4,2,3,37,68
1345006,33,59.603001,1,1,3,3,3,4,2,3,53,68
1345007,33,51.366001,1,1,3,3,4,4,3,3,69,68
1351003,32,57.057999,1,0,3,2,3,2,2,1,58,32
1351004,32,57.408001,1,1,1,2,1,2,1,1,6,32
1353003,27,66.800003,1,1,3,4,4,5,2,3,67,88
1353004,27,56.265999,1,1,3,4,3,5,2,3,57,88
1355003,36,56.255001,1,1,4,4,5,5,3,3,95,90
1355004,36,54.849998,1,1,3,4,4,5,2,3,64,90
1355005,36,57.773998,1,1,4,4,5,5,3,3,95,90
1355006,36,62.612,1,0,2,4,3,5,2,3,45,90
1358004,27,43.423,1,1,3,1,3,1,2,1,57,16
1362003,38,54.818001,1,0,1,1,2,1,1,1,24,6
1363003,42,73.980003,1,0,4,4,5,5,3,3,86,98
1368003,4,7.717,0,0,1,2,1,2,1,2,8,37
1394003,26,55.584,1,1,1,1,1,1,1,1,2,10
1394021,29,46.167,1,0,1,1,1,1,1,1,16,14
1397003,34,56.214001,1,1,3,4,4,5,3,3,70,94
1397004,34,56.035999,1,0,4,4,4,5,3,3,78,94
1397005,34,59.564999,1,0,2,4,3,5,2,3,46,94
1398003,34,37.848999,1,0,3,2,4,3,3,2,74,48
1398004,34,55.469002,1,0,2,2,2,3,1,2,26,48
1398005,34,53.469002,1,1,1,2,1,3,1,2,2,48
1399003,34,48.109001,1,0,3,4,4,4,3,3,73,79
1399004,34,55.917,1,0,3,4,4,4,3,3,70,79
1399005,34,52.666,1,1,3,4,4,4,3,3,75,79
1399007,34,50.701,1,1,3,4,3,4,2,3,60,79
1399008,34,53.876999,1,1,2,4,3,4,2,3,49,79
1406003,34,61.317001,1,1,3,2,3,2,2,1,58,32
1406021,34,59.858002,1,0,3,2,4,2,2,1,66,32
1407003,37,57.709999,1,0,2,3,3,4,2,2,41,63
1407004,37,60.455002,1,0,3,3,3,4,2,2,52,63
1411004,44,86.831001,0,1,1,1,1,1,1,1,17,8
1411006,44,81.816002,1,1,2,1,2,1,2,1,39,8
1411007,44,81.855003,0,1,1,1,2,1,1,1,22,8
1411010,44,75.213997,0,1,2,1,2,1,1,1,31,8
1411011,44,93.643997,0,0,2,1,3,1,2,1,44,8
1411012,44,97.668999,0,0,2,1,3,1,2,1,50,8
1411013,44,98.247002,0,0,3,1,4,1,2,1,61,8
1414003,41,83.063004,0,1,2,1,2,1,2,1,38,9
1419004,30,53.561001,1,0,2,4,3,4,2,3,45,77
1419021,30,51.333,1,0,4,4,5,4,3,3,99,77
1419022,30,54.310001,1,0,3,4,4,4,3,3,70,77
1426002,47,83.681,0,1,1,1,1,1,1,1,10,4
1426004,47,86.786003,0,1,1,1,1,1,1,1,7,4
1428004,28.5,61.145,1,1,4,3,5,4,3,3,81,70
1431003,25,44.551998,1,0,3,2,4,3,2,2,65,49
1435003,25.5,65.247002,1,1,4,4,5,5,3,3,88,94
1435005,25.5,55.909,1,0,4,4,5,5,3,3,91,94
1438003,38,73.448997,0,1,2,4,3,5,2,3,42,86
1438021,38,86.084999,0,1,3,4,4,5,3,3,74,86
1445004,31,51.495998,1,0,3,3,4,3,2,2,66,60
1445007,31,54.666,1,0,2,3,3,3,2,2,50,60
1459003,35,63.266998,1,1,3,3,4,4,3,3,70,69
1460006,18,44.467999,1,1,3,3,3,4,2,3,59,74
1460008,18,41.576,1,1,3,3,4,4,2,3,62,74
1462003,45,75.517998,1,1,3,1,4,2,3,1,72,23
1462004,45,79.056,1,1,4,1,4,2,3,1,79,23
1475003,33,55.643002,1,1,2,3,2,3,2,2,40,57
1475004,33,62.106998,1,0,1,3,1,3,1,2,20,57
1485003,35,51.860001,1,1,3,2,4,2,3,2,68,38
1485004,35,52.332001,1,1,2,2,2,2,2,2,40,38
1494003,38,60.368,1,1,4,2,5,3,3,2,85,49
1498004,32,57.252998,1,0,2,2,3,2,2,1,45,26
1498005,32,53.716999,1,0,1,2,1,2,1,1,8,26
1510003,13,24.858,0,0,1,1,1,1,1,1,6,15
1510004,13,26.701,0,0,1,1,1,1,1,1,12,15
1510005,13,24.329,0,0,1,1,1,1,1,1,16,15
1516004,34,57.485001,1,0,1,4,1,4,1,3,1,78
1533003,31,57.446999,1,1,4,2,5,3,3,2,93,50
1533005,31,54.102001,1,0,4,2,5,3,3,2,86,50
1540005,34,54.693001,1,0,3,3,4,4,2,3,66,74
1541004,34,49.901001,1,0,1,3,1,4,1,3,19,73
1542003,34,58.745998,1,0,3,3,4,4,3,3,68,68
1542004,34,51.221001,1,1,4,3,4,4,3,3,79,68
1542005,34,55.220001,1,1,3,3,3,4,2,3,56,68
1542006,34,55.119999,1,1,3,3,3,4,2,3,51,68
1542007,34,53.234001,1,1,2,3,2,4,2,3,34,68
1547003,42,68.495003,1,1,3,4,4,4,3,3,72,78
1547005,42,66.813004,1,1,1,4,1,4,1,3,19,78
1549004,42,68.526001,1,0,4,4,5,4,3,3,99,80
1551003,37,59.32,1,1,1,1,1,1,1,1,18,12
1568003,16,63.75,1,0,3,4,4,5,3,3,70,81
1570005,6,21.485001,0,1,2,1,2,2,1,1,30,21
1571004,35,102.813,0,1,1,2,1,2,1,2,10,37
1571005,35,101.683,0,1,1,2,1,2,1,2,14,37
1572004,12,19.4,0,1,1,1,1,1,1,1,13,20
1572005,12,18.26,0,1,2,1,2,1,2,1,40,20
1572006,12,17.211,0,1,2,1,2,1,1,1,31,20
1581004,34,37.498001,1,0,3,3,4,4,2,3,62,73
1591003,34,56.242001,1,0,3,3,3,4,2,2,52,62
1591004,34,50.280998,1,0,3,3,4,4,2,2,65,62
1591005,34,55.541,1,0,4,3,5,4,3,2,86,62
1591006,34,55.931999,1,0,1,3,2,4,1,2,25,62
1591007,34,52.511002,1,1,3,3,4,4,3,2,67,62
1597004,42,66.593002,1,1,1,4,1,4,1,3,8,79
1599003,42,68.198997,1,0,4,3,5,4,3,2,98,62
1611003,30,51.773998,1,1,2,2,2,3,2,2,40,48
1611005,30,51.395,1,1,2,2,3,3,2,2,42,48
1612003,36,57.675999,1,0,3,2,4,2,2,2,64,34
1613004,38,60.672001,1,0,2,3,2,4,1,2,32,64
1613005,38,55.431999,1,1,3,3,3,4,2,2,59,64
1613006,38,64.308998,1,0,3,3,3,4,2,2,53,64
1613007,38,61.016998,1,1,2,3,3,4,2,2,45,64
1613008,38,64.086998,1,0,3,3,3,4,2,2,58,64
1621003,38,57.326,1,1,3,2,4,2,3,1,72,30
1624002,35,73.094002,1,0,1,2,1,2,1,2,6,39
1624003,35,57.997002,1,1,4,2,4,2,3,2,77,39
1624021,35,62.860001,1,0,2,2,2,2,2,2,34,39
1628005,33,54.710999,1,1,1,2,1,3,1,2,2,45
1630004,42,66.870003,1,1,4,4,5,5,3,3,99,100
1630005,42,71.644997,1,0,4,4,5,5,3,3,99,100
1634003,34,63.021,1,0,3,2,3,2,2,2,56,37
1644004,42,68.821999,1,1,2,4,2,5,1,3,33,88
1645003,42,72.778,1,0,4,4,5,5,3,3,92,92
1645004,42,63.841999,1,1,4,4,5,5,3,3,86,92
1648003,22,32.247002,1,0,1,1,1,1,1,1,4,1
1654005,31,53.112,1,1,4,3,5,4,3,2,93,63
1657003,31,42.997002,1,0,2,2,2,2,2,2,39,37
1659004,36,50.289001,1,0,4,4,5,5,3,3,99,86
1663003,38,61.546001,1,1,4,4,5,5,3,3,91,98
1663004,38,59.845001,1,1,3,4,4,5,2,3,64,98
1663005,38,62.438999,1,1,2,4,2,5,2,3,37,98
1663006,38,61.583,1,1,3,4,4,5,3,3,72,98
1663007,38,61.437,1,1,4,4,5,5,3,3,94,98
1663008,38,58.737,1,1,4,4,5,5,3,3,89,98
1663009,38,59.958,1,1,3,4,4,5,3,3,69,98
1668004,27,64.685997,1,0,1,2,1,2,1,2,18,40
1668021,27,43.729,1,0,2,2,2,2,1,2,27,40
1670004,2,3.825,0,1,1,1,1,1,1,1,20,7
1670006,2,2.4619999,0,1,1,1,1,1,1,1,11,7
1670007,2,3.9949999,0,1,2,1,2,1,1,1,33,7
1679004,20,53.117001,0,1,1,2,1,2,1,1,7,31
1682003,33,59.973,1,1,3,3,4,3,3,2,73,58
1682004,33,53.777,1,1,2,3,2,3,2,2,38,58
1682005,33,62.570999,1,0,4,3,4,3,3,2,76,58
1684003,33,42.743,1,0,2,3,3,3,2,2,42,59
1684004,33,54.221001,1,0,2,3,3,3,2,2,41,59
1684005,33,51.323002,1,1,4,3,4,3,3,2,80,59
1684006,33,57.23,1,1,1,3,1,3,1,2,20,59
1687003,35,57.026001,1,0,3,2,3,2,2,1,53,32
1689003,33,58.737999,1,1,2,2,3,2,2,2,43,40
1690003,35,54.706001,1,0,3,2,4,2,2,1,63,30
1692003,34,65.920998,1,0,1,2,1,3,1,2,5,47
1695004,33,36.685001,1,1,3,1,4,1,2,1,64,12
1695006,33,59.578999,1,1,3,1,3,1,2,1,56,12
1695007,33,61.777,1,1,1,1,1,1,1,1,20,12
1695009,33,58.937,1,0,1,1,1,1,1,1,17,12
1695010,33,54.338001,1,1,3,1,3,1,2,1,53,12
1695011,33,51.528999,1,1,2,1,2,1,2,1,40,12
1697003,33,62.327,1,0,1,2,1,2,1,2,10,35
1697004,33,58.110001,1,0,3,2,3,2,2,2,54,35
1697005,33,60.597,1,1,1,2,1,2,1,2,11,35
1697006,33,57.666,1,1,2,2,2,2,1,2,32,35
1698003,33,54.362,1,0,3,4,4,5,2,3,62,99
1698004,33,43.334,1,1,3,4,4,5,3,3,75,99
1700003,33,51.005001,1,1,1,2,1,2,1,1,16,31
1700004,33,51.506001,1,1,3,2,3,2,2,1,60,31
1700005,33,51.005001,1,1,1,2,1,2,1,1,15,31
1700006,33,52.354,1,1,3,2,4,2,2,1,63,31
1701003,24.5,61.445,1,1,1,4,1,5,1,3,1,82
1701005,24.5,56.605999,1,0,3,4,3,5,2,3,57,82
1711003,35,47.029999,1,1,1,2,1,3,1,2,14,46
1720003,35,66.736,1,1,2,3,2,4,1,3,28,75
1720004,35,61.638,1,0,2,3,3,4,2,3,41,75
1722004,6,15.393,0,1,2,1,2,1,1,1,28,13
1722005,6,13.972,0,0,1,1,1,1,1,1,8,13
1722022,6,6.7880001,0,0,2,1,2,1,1,1,32,13
1723003,30,40.201,1,0,2,1,2,1,2,1,38,12
1723005,30,49.68,1,1,1,1,1,1,1,1,13,12
1723006,30,47.654999,1,0,1,1,1,1,1,1,18,12
1740003,36,56.393002,1,0,2,2,3,3,2,2,48,41
1740004,36,60.248001,1,0,1,2,1,3,1,2,16,41
1740005,36,55.779999,1,1,1,2,2,3,1,2,23,41
1750003,29,56.192001,1,1,3,4,3,4,2,3,53,78
1751004,38,88.214996,1,1,2,1,3,2,2,1,41,25
1758005,34,56.431,1,0,3,2,4,3,2,2,64,42
1762003,32,71.838997,1,1,1,3,1,3,1,2,3,52
1762004,32,31.653,1,1,1,3,1,3,1,2,12,52
1762006,32,60.188999,1,1,1,3,1,3,1,2,5,52
1762007,32,51.397999,1,1,3,3,4,3,2,2,67,52
1763005,32,59.255001,1,0,4,3,5,3,3,2,91,58
1763006,32,54.155998,1,1,2,3,3,3,2,2,50,58
1767004,30,51.986,1,1,4,4,5,5,3,3,91,83
1775004,17,59.042,1,1,3,4,4,5,3,3,69,86
1775005,17,53.699001,1,1,3,4,4,5,2,3,67,86
1782003,17,54.775002,1,0,1,3,1,4,1,2,12,66
1784004,31,50.861,1,1,4,4,5,5,3,3,90,87
1784005,31,51.674999,1,1,4,4,5,5,3,3,90,87
1784021,31,58.43,1,0,4,4,5,5,3,3,100,87
1786021,31,56.629002,1,0,2,2,3,2,2,1,44,27
1787003,33,63.193001,1,0,3,1,3,2,2,1,58,24
1787005,33,66.742996,1,0,3,1,4,2,3,1,71,24
1795003,24,38.02,1,0,4,2,5,2,3,2,88,38
1795004,24,34.021999,1,1,3,2,3,2,2,2,51,38
1795005,24,40.082001,1,1,2,2,2,2,1,2,34,38
1798006,10,16.768999,1,1,2,2,2,2,2,1,38,30
1798008,10,17.098,1,0,1,2,1,2,1,1,1,30
1798009,10,17.400999,1,0,2,2,3,2,2,1,48,30
1799006,5,8.6370001,0,1,2,2,2,2,1,2,31,38
1802004,33,56.446999,1,0,1,1,2,1,1,1,23,13
1803003,41,76.564003,0,1,1,1,2,1,1,1,24,7
1805004,46,79.945999,1,0,2,2,3,2,2,2,50,37
1805005,46,66.944,1,0,4,2,5,2,3,2,87,37
1807003,34,66.095001,1,1,2,3,2,4,1,3,32,71
1807005,34,55.938999,1,0,3,3,4,4,2,3,67,71
1821006,30,55.907001,1,1,4,4,5,5,3,3,85,93
1824003,14,42.818001,1,0,1,4,2,4,1,3,22,80
1830003,38,60.814999,1,1,2,1,2,2,2,1,35,21
1831002,16,52.372002,1,0,4,1,4,1,3,1,77,19
1831003,16,49.639,1,0,2,1,3,1,2,1,47,19
1837004,35,56.868,1,1,4,2,5,3,3,2,92,44
1837005,35,59.314999,1,0,4,2,5,3,3,2,89,44
1837006,35,61.945,1,0,4,2,5,3,3,2,91,44
1841003,36,66.834,1,1,4,4,5,4,3,3,90,80
1841004,36,66.125,1,0,3,4,4,4,3,3,68,80
1841005,36,55.033001,1,1,3,4,4,4,2,3,64,80
1845003,36,66.056999,1,1,3,3,3,4,2,2,59,61
1850004,38,65.823997,1,0,1,2,1,3,1,2,3,49
1850005,38,65.401001,1,0,1,2,2,3,1,2,22,49
1859003,38,69.054001,1,0,4,4,5,5,3,3,95,81
1859004,38,64.764,1,0,4,4,5,5,3,3,86,81
1866003,34,66.302002,1,0,3,3,4,4,3,2,68,64
1867003,34,64.959999,1,1,4,4,5,5,3,3,99,89
1867005,34,51.57,1,0,4,4,4,5,3,3,80,89
1877002,23,68.234001,0,0,2,1,2,1,2,1,38,19
1887003,38,69.194,1,0,4,4,4,5,3,3,77,90
1887005,38,61.57,1,1,3,4,4,5,2,3,63,90
1892004,30,66.153,1,1,2,2,2,2,2,1,37,31
1892005,30,58.548,1,1,1,2,1,2,1,1,12,31
1893005,36,54.118999,1,1,1,2,1,3,1,2,1,44
1893006,36,59.507999,1,0,3,2,4,3,2,2,61,44
1894004,36,39.837002,1,0,4,2,5,3,3,2,98,44
1898004,26,39.817001,1,1,3,3,3,4,2,3,58,72
1901003,31,48.306,1,0,1,2,1,2,1,2,8,37
1901004,31,50.751999,1,0,3,2,4,2,2,2,65,37
1905003,31,54.452,1,0,4,4,5,5,3,3,100,90
1905004,31,60.220001,1,0,4,4,5,5,3,3,94,90
1905005,31,56.278999,1,0,4,4,5,5,3,3,91,90
1909003,32,62.358002,1,0,1,2,2,3,1,2,21,43
1909004,32,54.799,1,0,2,2,2,3,1,2,29,43
1911003,36,67.301003,1,0,3,4,3,5,2,3,52,97
1911004,36,54.164001,1,0,4,4,4,5,3,3,79,97
1914003,34,52.462002,1,1,4,2,5,3,3,2,81,43
1914004,34,56.282001,1,0,2,2,2,3,1,2,30,43
1916002,19,30.598,1,1,1,1,1,1,1,1,2,5
1917003,35,62.150002,1,0,1,3,2,4,1,2,22,67
1917004,35,67.287003,1,1,2,3,2,4,1,2,34,67
1917005,35,59.441002,1,1,4,3,5,4,3,2,82,67
1918003,28,58.157001,1,1,3,4,3,4,2,3,58,78
1918004,28,58.380001,1,1,2,4,2,4,1,3,30,78
1919003,38,55.799999,1,0,4,4,4,5,3,3,77,87
1919004,38,65.399002,1,0,3,4,4,5,2,3,63,87
1919007,38,65.495003,1,0,4,4,5,5,3,3,87,87
1919008,38,61.972,1,1,3,4,4,5,3,3,71,87
1919009,38,61.598999,1,1,3,4,4,5,3,3,67,87
1920003,38,62.208,1,1,4,3,5,3,3,2,84,54
1920005,38,60.723999,1,1,3,3,3,3,2,2,60,54
1926003,46,71.808998,1,1,3,3,4,3,2,2,64,58
1932003,34,54.715,1,1,1,3,2,4,1,3,22,71
1932005,34,54.741001,1,0,3,3,3,4,2,3,51,71
1935003,34,55.570999,1,0,3,4,3,5,2,3,57,85
1935004,34,45.443001,1,1,3,4,4,5,3,3,68,85
1935005,34,57.242001,1,0,3,4,4,5,3,3,74,85
1939003,34,56.93,1,0,3,3,4,4,2,3,61,70
1947004,42,70.202003,1,0,4,4,5,5,3,3,84,97
1954003,25,52.011002,0,0,1,1,1,1,1,1,16,9
1954004,25,50.049999,0,0,1,1,1,1,1,1,8,9
1955003,42,72.658997,1,0,3,3,4,4,3,3,73,68
1955004,42,62.672001,1,1,4,3,5,4,3,3,88,68
1955005,42,67.893997,1,1,2,3,3,4,2,3,43,68
1956003,42,66.641998,1,0,1,4,1,5,1,3,7,84
1956004,42,71.036003,1,1,3,4,3,5,2,3,59,84
1956005,42,71.750999,1,0,4,4,4,5,3,3,77,84
1959003,33,47.870998,1,0,3,3,4,4,2,2,62,64
1959004,33,60.143002,1,0,4,3,5,4,3,2,88,64
1959005,33,52.629002,1,1,4,3,5,4,3,2,94,64
1960003,25,62.844002,1,0,4,4,5,5,3,3,97,91
1960004,25,64.523003,1,1,3,4,4,5,3,3,75,91
1960005,25,39.831001,1,0,4,4,5,5,3,3,96,91
1960006,25,55.785999,1,0,4,4,5,5,3,3,93,91
1964003,20,32.865002,1,0,2,1,2,1,1,1,30,5
1968004,36,61.084999,1,0,3,4,3,5,2,3,51,86
1970003,25.5,56.18,1,0,2,2,2,3,1,2,27,49
1970004,25.5,58.921001,1,0,2,2,3,3,2,2,48,49
1970005,25.5,54.632,1,1,3,2,4,3,3,2,74,49
1971003,34,53.174999,1,1,3,3,4,3,2,2,66,55
1971004,34,55.287998,1,0,1,3,1,3,1,2,1,55
1975003,31,50.901001,1,0,4,4,5,4,3,3,95,77
1975004,31,51.251999,1,1,4,4,5,4,3,3,90,77
1975005,31,52.176998,1,0,4,4,5,4,3,3,89,77
1978003,33,55.506001,1,0,4,3,4,4,3,3,80,74
1979003,31,63.361,1,1,2,1,3,2,2,1,42,24
1981004,5,9.3100004,0,0,3,1,3,1,2,1,59,18
1994005,30,50.907001,0,1,1,2,1,2,1,1,6,27
1994007,30,57.195999,0,0,1,2,2,2,1,1,24,27
2004005,34,63.731998,1,1,1,2,1,3,1,2,8,42
2004021,34,41.500999,1,0,2,2,2,3,2,2,35,42
2012003,35,52.032001,1,1,1,1,1,2,1,1,13,24
2016003,16,51.027,1,1,2,4,3,5,2,3,49,98
2016004,16,50.465,1,1,1,4,1,5,1,3,17,98
2016005,16,48.876999,1,0,3,4,3,5,2,3,57,98
2016006,16,50.464001,1,1,1,4,2,5,1,3,22,98
2017003,37,58.762001,1,0,2,1,2,2,1,1,32,24
2017004,37,55.991001,1,0,1,1,2,2,1,1,21,24
2019004,27,61.799999,1,1,1,4,1,5,1,3,7,91
2019006,27,59.278,1,1,2,4,3,5,2,3,41,91
2030003,31,61.473,1,1,4,4,5,5,3,3,92,82
2030004,31,57.566002,1,1,3,4,3,5,2,3,55,82
2030005,31,54.687,1,0,3,4,4,5,3,3,73,82
2030006,31,50.814999,1,1,4,4,4,5,3,3,76,82
2030007,31,52.765999,1,0,4,4,5,5,3,3,93,82
2033003,36,69.695,1,0,2,3,2,3,1,2,31,54
2033021,36,71.480003,1,0,3,3,3,3,2,2,60,54
2034004,36,58.469002,1,1,4,2,4,2,3,1,80,29
2047005,33,54.756001,1,1,4,3,5,4,3,3,99,69
2050004,34,48.578999,1,0,4,3,5,4,3,3,83,69
2050006,34,50.192001,1,1,1,3,2,4,1,3,23,69
2053003,34,64.428001,1,0,4,3,4,3,3,2,79,60
2053004,34,52.931,1,1,2,3,3,3,2,2,50,60
2055003,32,58.748001,1,1,4,2,5,2,3,2,81,34
2055004,32,55.084,1,0,2,2,2,2,1,2,31,34
2056003,62,90.845001,0,1,3,1,3,1,2,1,55,3
2060003,30,48.098,1,1,2,2,2,2,1,2,27,36
2060004,30,46.476002,1,1,2,2,2,2,1,2,26,36
2061008,14,22.264999,0,0,2,2,2,3,2,2,34,45
2062004,34,126.007,1,1,1,4,1,4,1,3,14,77
2062005,34,54.030998,1,1,1,4,1,4,1,3,2,77
2067004,34.5,70.285004,1,0,2,1,2,2,1,1,29,25
2067005,34.5,73.896004,1,0,4,1,4,2,3,1,78,25
2067021,34.5,84.799004,1,0,3,1,3,2,2,1,53,25
2069003,18,59.219002,1,1,4,4,5,5,3,3,92,99
2073002,44,72.941002,0,1,1,1,1,1,1,1,18,19
2073003,44,75.567001,0,1,1,1,1,1,1,1,15,19
2075003,1,1.643,0,1,2,1,3,1,2,1,42,2
2083005,47,90.029999,0,0,2,1,3,2,2,1,42,25
2086004,30,52.823002,1,1,3,3,4,4,3,2,73,63
2088003,34,54.700001,1,0,4,4,5,5,3,3,88,97
2095003,17,65.772003,1,0,4,4,5,5,3,3,95,92
2095004,17,52.513,1,0,3,4,4,5,3,3,68,92
2101002,30,48.041,1,0,1,1,1,1,1,1,17,9
2101003,30,62.287998,1,0,1,1,1,1,1,1,11,9
2106003,38,68.676003,1,0,3,2,4,3,2,2,67,43
2108003,34,53.48,1,1,2,4,2,5,1,3,34,88
2108005,34,60.966,1,1,1,4,1,5,1,3,2,88
2109002,17,56.273998,1,1,2,2,2,3,1,2,33,45
2117003,29,46.609001,1,1,3,3,3,3,2,2,56,54
2117004,29,47.905998,1,0,2,3,3,3,2,2,47,54
2117005,29,50.363998,1,0,2,3,2,3,2,2,37,54
2117006,29,47.757,1,1,4,3,5,3,3,2,89,54
2119004,34,64.852997,1,1,3,2,3,3,2,2,52,49
2119006,34,49.601002,1,0,3,2,3,3,2,2,60,49
2119008,34,47.723,1,0,2,2,3,3,2,2,45,49
2124003,33,56.757,1,1,4,2,5,3,3,2,84,44
2125004,33,55.125,1,1,1,2,2,3,1,2,22,46
2125005,33,48.289001,1,1,1,2,1,3,1,2,5,46
2125006,33,56.237999,1,1,2,2,2,3,1,2,29,46
2127003,36,58.514,1,0,4,2,5,2,3,1,93,27
2127004,36,59.547001,1,1,3,2,3,2,2,1,51,27
2127005,36,51.627998,1,1,1,2,1,2,1,1,19,27
2129003,17,56.161999,1,1,4,3,4,3,3,2,79,51
2129004,17,55.191002,1,0,3,3,4,3,3,2,70,51
2129007,17,47.606998,1,1,2,3,2,3,2,2,34,51
2130003,33,61.337002,1,1,1,4,2,4,1,3,25,79
2137003,36,70,1,0,4,3,5,3,3,2,98,57
2137004,36,57.615002,1,0,3,3,3,3,2,2,52,57
2138003,36,63.080002,1,0,4,2,5,2,3,1,88,28
2138004,36,54.438,1,1,1,2,1,2,1,1,12,28
2150003,38,65.931,1,0,3,2,3,2,2,2,54,40
2151005,39,62.303001,1,1,3,1,4,1,2,1,65,5
2151006,39,71.487999,1,1,2,1,2,1,1,1,26,5
2151007,39,67.551003,1,0,3,1,4,1,2,1,62,5
2151021,39,66.392998,1,0,2,1,3,1,2,1,41,5
2164003,34,60.905998,1,1,2,3,3,3,2,2,42,58
2164004,34,57.070999,1,1,3,3,4,3,2,2,63,58
2166004,31,54.813999,1,0,4,3,5,4,3,3,82,73
2170003,45,69.362999,1,0,4,1,5,1,3,1,86,14
2170004,45,67.518997,1,0,4,1,5,1,3,1,97,14
2175003,45,64.898003,1,0,4,2,5,2,3,1,89,28
2175004,45,77.361,1,0,4,2,5,2,3,1,87,28
2176004,42,69.084999,1,0,4,1,5,1,3,1,100,6
2176005,42,74.000999,1,0,1,1,2,1,1,1,24,6
2177002,29,41.264999,1,0,4,2,4,2,3,1,77,28
2177003,29,43.912998,1,1,2,2,3,2,2,1,46,28
2177005,29,48.050999,1,1,1,2,2,2,1,1,22,28
2178003,42,71.692001,1,0,3,3,4,4,3,2,67,65
2187004,31,50.729,1,1,2,3,3,4,2,2,41,67
2188005,16,68.865997,1,1,4,4,5,5,3,3,93,90
2191007,4,5.3060002,0,1,2,1,2,2,1,1,26,22
2191008,4,6.5679998,0,1,2,1,2,2,1,1,30,22
2191009,4,7.5819998,0,1,2,1,3,2,2,1,44,22
2191010,4,7.0510001,0,1,1,1,2,2,1,1,24,22
2196004,34,42.872002,1,1,1,1,2,2,1,1,24,21
2197003,34,65.033997,1,1,2,3,2,4,2,2,36,65
2198003,34,66.444,1,1,2,4,3,5,2,3,47,93
